Age,Buyer.County of Origin,Buyer.Full Name,Buyer.Origin,Buyer.State of Origin,Date,Discount Rate,Gender,Name,Number of Adult Slaves,Number of Child Slaves,Number of Total Slaves Purchased,Payment Method,Predicted Interest Rate,Price,Prices Listed,Seller.County of Origin,Seller.Full Name,Seller.Origin,Seller.State of Origin,Skin Color
50.0,New Orleans,George W. Sizer,"New Orleans, LA",LA,10/18/1856,0.00602698,F,Betsey Johnson,1,0,1,Cash,0.07477,125.0,1,New Orleans,Jean Pierre Cazeaux,"New Orleans, LA",LA,Negro
14.0,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,10/18/1856,0.00602698,M,Henry Everfield,1,0,1,Cash,0.07477,775.0,1,New Orleans,Joseph Amat,"New Orleans, LA",LA,Negro
15.0,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,10/15/1856,0.00602698,F,Mathilda,1,0,1,Cash,0.07477,800.0,1,New Orleans,Eliza Ashton,"New Orleans, LA",LA,Negro
27.0,New Orleans,Alexandrine Noel,"New Orleans, LA",LA,10/16/1856,0.00602698,M,Etienne,1,0,1,Cash,0.07477,800.0,1,New Orleans,Pierre Monet,"New Orleans, LA",LA,Negro
26.0,St. Charles,Louise Adeline Brown,"St. Charles, LA",LA,10/15/1856,0.00602698,F,Mary/ Barabry,1,1,2,Cash,0.07477,1200.0,1,Bexar,Augustin Toutant,"Bexar, TX",TX,Griff
30.0,New Orleans,George William Dirmeyer,"New Orleans, LA",LA,10/1/1856,0.005790818,F,Eliza,1,0,1,Cash and Credit,0.07174632,925.0,1,New Orleans,John S. Maunsell,"New Orleans, LA",LA,Unknown
57.0,New Orleans,Georgette Mouchon Apollon,"New Orleans, LA",LA,10/16/1856,0.00602698,F,Francoise,1,0,1,Cash,0.07477,590.0,1,New Orleans,Paul Mouchon,"New Orleans, LA",LA,Negro
18.0,New Orleans,Celestine Morel DeGuiramand,"New Orleans, LA",LA,10/20/1856,0.00602698,F,Jane,1,0,1,Cash,0.07477,950.0,1,New Orleans,Lucien Charvet,"New Orleans, LA",LA,Negro
21.0,New Orleans,E. Reggio,"New Orleans, LA",LA,10/21/1856,0.00602698,F,Delphine,1,0,1,Cash,0.07477,900.0,1,Pensacola,Marianne Dominguez,"Pensacola, FL",FL,Negro
14.0,New Orleans,John Trabue Hatcher,"New Orleans, LA",LA,10/21/1856,0.00602698,F,Catherine Eudoxie,1,1,2,Cash,0.07477,800.0,1,St. John,Marie Parot,"St. John, LA",LA,Creole
10.0,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,10/16/1856,0.00602698,F,Delia,1,0,1,Cash,0.07477,475.0,1,New Orleans,Emile Gamet,"New Orleans, LA",LA,Negro
21.0,New Orleans,Bernard Kock,"New Orleans, LA",LA,10/24/1856,0.00602698,M,James,1,0,1,Cash,0.07477,1300.0,1,New Orleans,Alexander Hagan,"New Orleans, LA",LA,Negro
32.0,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,10/23/1856,0.00602698,M,Simon Hanscomb,1,0,1,Cash,0.07477,800.0,1,Assumption,Joseph Martin,"Assumption, LA",LA,Negro
17.0,New Orleans,John Weber,"New Orleans, LA",LA,10/24/1856,0.00602698,M,James,1,0,1,Cash,0.07477,1150.0,1,New Orleans,Archibald Lilly,"New Orleans, LA",LA,Negro
14.5,New Orleans,Jean Lafitte,"New Orleans, LA",LA,10/25/1856,0.00602698,F,Josephine,1,0,1,Cash,0.07477,700.0,1,New Orleans,Marie Zulme Blanchett,"New Orleans, LA",LA,Mulatto
30.0,New Orleans,Marie Fivilette Joffrion,"New Orleans, LA",LA,10/25/1856,0.005820175,F,Catherine Ann,1,1,2,Cash and Credit,0.07212176,1150.0,1,New Orleans,Francoise Desiree Royer,"New Orleans, LA",LA,Negro
32.0,New Orleans,Anthony O'Dowd,"New Orleans, LA",LA,10/24/1856,0.00602698,F,Elizabeth,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Alexander Duchiron,"New Orleans, LA",LA,Negro
19.0,New Orleans,Jane Dow Syme,"New Orleans, LA",LA,10/25/1856,0.00602698,F,Josephine,1,1,2,Cash,0.07477,1200.0,1,New Orleans,Louis Caretta,"New Orleans, LA",LA,Griff
20.0,New Orleans,Louis Joseph Frigerio,"New Orleans, LA",LA,10/28/1856,0.00602698,F,Mary,1,1,2,Cash,0.07477,1000.0,1,New Orleans,Miles Judson,"New Orleans, LA",LA,Negro
28.0,New Orleans,John McClean,"New Orleans, LA",LA,10/28/1856,0.00602698,F,Eliza,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Oliver Bush Chapin,"New Orleans, LA",LA,Negro
10.0,New Orleans,Martha Sarah Bettison,"New Orleans, LA",LA,10/28/1856,0.00602698,F,Delia,1,0,1,Cash,0.07477,600.0,1,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,Negro
39.0,New Orleans,Eugenie Savoye Feytel,"New Orleans, LA",LA,10/28/1856,0.005761452,F,Louisa,1,1,2,Cash and Credit,0.07137088,625.0,1,New Orleans,Louis Caretta,"New Orleans, LA",LA,Negro
21.0,New Orleans,Samuel Stewart,"New Orleans, LA",LA,10/28/1856,0.00602698,M,James,1,0,1,Cash,0.07477,1600.0,1,Mobile,Frederick Scruggs,"Mobile, AL",AL,Negro
32.0,New Orleans,Virginia C. Alexander Burke,"New Orleans, LA",LA,10/4/1856,0.00602698,F,Lucretia,1,0,1,Cash,0.07477,789.85,1,New Orleans,John A. Haggerty,"New Orleans, LA",LA,Unknown
21.0,Jefferson,John Boone Jones,"Jefferson, AR",AR,10/30/1856,0.006275569,M,Bob,8,0,8,Credit,0.07796124,1200.0,8,Richmond,Jeremiah Smith,"Richmond, VA",VA,Negro
35.0,New Orleans,Harris & Levy Unknown,"New Orleans, LA",LA,10/30/1856,0.00602698,M,Lewis,2,0,2,Cash,0.07477,1000.35,1,New Orleans,Bernard Kendig,"New Orleans, LA",LA,Negro
30.0,New Orleans,John B. Womack,"New Orleans, LA",LA,10/31/1856,0.00602698,M,Rawley/ Honore,1,0,1,Cash,0.07477,1000.0,1,St. Charles,Jacques Kinler,"St. Charles, LA",LA,Negro
23.0,New Orleans,Thomas B. Green,"New Orleans, LA",LA,10/31/1856,0.00602698,F,Mary,1,1,2,Cash,0.07477,975.0,1,New Orleans,Christopher Thomason,"New Orleans, LA",LA,Negro
26.0,New Orleans,William Barry,"New Orleans, LA",LA,10/21/1856,0.00602698,M,William,1,0,1,Cash,0.07477,1150.0,1,New Orleans,Newton Richards,"New Orleans, LA",LA,Negro
30.0,New Orleans,Hannah Maria Hathaway,"New Orleans, LA",LA,10/30/1856,0.00602698,F,Sophia,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Nathaniel G. Phillips,"New Orleans, LA",LA,Griff
34.0,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,10/27/1856,0.00602698,F,Anna/ Hannah,1,1,2,Cash,0.07477,800.0,1,New Orleans,Wendolin Doll,"New Orleans, LA",LA,Negro
19.0,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,10/30/1856,0.00602698,M,Wilson,1,0,1,Cash,0.07477,800.0,1,New Orleans,Edmund Jean Forstall,"New Orleans, LA",LA,Mulatto
22.0,New Orleans,Robert Spence,"New Orleans, LA",LA,11/3/1856,0.00602698,F,Mathilda,1,0,1,Cash,0.07477,525.0,1,New Orleans,Charles Andrew Gorsuch,"New Orleans, LA",LA,Dark Griff
18.0,East Pascagoula,Captain John Grant,"East Pascagoula, MS",MS,11/4/1856,0.00602698,F,Mary,1,0,1,Cash,0.07477,1200.0,1,Port Gibson,George Washington Reed,"Port Gibson, MS",MS,Negro
30.0,New Orleans,Adelaide Aubry,"New Orleans, LA",LA,11/3/1856,0.00602698,F,Louise,1,0,1,Cash,0.07477,700.0,1,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Negro
48.0,New Orleans,John F. Wilson,"New Orleans, LA",LA,11/3/1856,0.00602698,M,Sam,1,0,1,Cash,0.07477,700.0,1,New Orleans,E. G. Rogers & Co. Unknown,"New Orleans, LA",LA,Negro
21.0,New Orleans,William Francis,"New Orleans, LA",LA,11/4/1856,0.006377733,M,Jack,1,0,1,Credit,0.07927528,1450.0,1,New Orleans,Jacob Van Wickle,"New Orleans, LA",LA,Negro
47.0,New Orleans,Marie Emelie Coiron,"New Orleans, LA",LA,11/6/1856,0.00602698,M,Germain,3,0,3,Cash,0.07477,1800.0,1,New Orleans,Marie Josephine Coiron,"New Orleans, LA",LA,Negro
10.0,New Orleans,David McCloud,"New Orleans, LA",LA,10/26/1856,0.00602698,M,Etienne,1,0,1,Cash,0.07477,600.0,1,St. Bernard,Philippe Toca,"St. Bernard, LA",LA,Creole Negro
60.0,New Orleans,Francois Bonnemaison,"New Orleans, LA",LA,11/6/1856,0.00587886,F,Sophie,1,0,1,Cash and Credit,0.07287264,210.0,1,New Orleans,Adele Macarty,"New Orleans, LA",LA,Negro
36.0,New Orleans,Louis Caretta,"New Orleans, LA",LA,11/6/1856,0.00602698,F,Patsey/ Persinelle,1,0,1,Cash,0.07477,825.0,1,New Orleans,Marcelin Dufour,"New Orleans, LA",LA,Negro
24.0,New Orleans,Samuel P. Auchmity,"New Orleans, LA",LA,10/25/1856,0.00587886,M,William,1,0,1,Cash and Credit,0.07287264,1240.0,1,New Orleans,Bernard Kendig,"New Orleans, LA",LA,Negro
16.0,New Orleans,Tod R. Vaughan,"New Orleans, LA",LA,11/8/1856,0.00602698,M,Sheldon,1,0,1,Cash,0.07477,560.0,1,New Orleans,David Watson Sowles,"New Orleans, LA",LA,Negro
45.0,New Orleans,Adelaide Vinot,"New Orleans, LA",LA,11/8/1856,0.00602698,F,Maria,1,0,1,Cash,0.07477,125.0,1,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Negro
16.5,St. James,Elizabeth Lelita Humphries,"St. James, LA",LA,11/10/1856,0.00602698,F,Marie,1,0,1,Cash,0.07477,1250.0,1,New Orleans,John B. Womack,"New Orleans, LA",LA,Negro
19.0,New Orleans,Patrick McGin,"New Orleans, LA",LA,11/3/1856,0.006085532,M,Ike/ Isaac,1,0,1,Credit,0.07552088,750.0,1,New Orleans,Richard Barry Gracey,"New Orleans, LA",LA,Mulatto
18.0,New Orleans,James Alexander Guyther,"New Orleans, LA",LA,10/30/1856,0.00602698,F,Lavinia,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Edward Conery,"New Orleans, LA",LA,Negro
22.0,New Orleans,Henry Florence,"New Orleans, LA",LA,11/11/1856,0.00602698,F,Louisa,2,0,2,Cash,0.07477,1000.0,1,New Orleans,John Trabue Hatcher,"New Orleans, LA",LA,Negro
26.0,New Orleans,William Randolph,"New Orleans, LA",LA,11/15/1856,0.00602698,M,William,1,0,1,Cash,0.07477,1250.0,1,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Griff
40.0,New Orleans,Henry A. Cabanaiss,"New Orleans, LA",LA,11/15/1856,0.00602698,F,Davis,1,0,1,Cash,0.07477,600.0,1,St. Bernard,Francois Melicourt Bienvenu,"St. Bernard, LA",LA,Negro
65.0,New Orleans,Bernard Kendig,"New Orleans, LA",LA,11/15/1856,0.00602698,M,Barney,4,2,6,Cash,0.07477,4000.0,1,Madison,Nancy Beeson,"Madison, FL",FL,Griff
46.0,New Orleans,Melanie Demestre Levistones,"New Orleans, LA",LA,11/17/1856,0.00602698,F,Isabelle/ Elizabeth,7,0,7,Cash,0.07477,600.0,7,New Orleans,Charles Levistones,"New Orleans, LA",LA,Mulatto
26.0,New Orleans,Elizabeth Madden,"New Orleans, LA",LA,11/13/1856,0.00602698,M,Andrew,1,0,1,Cash,0.07477,1025.0,1,Mobile,Joseph R. Gates,"Mobile, AL",AL,Griff
11.0,New Orleans,John Trabue Hatcher,"New Orleans, LA",LA,11/17/1856,0.00602698,M,Armand,1,0,1,Cash,0.07477,730.0,1,New Orleans,Felix Robin,"New Orleans, LA",LA,Griff
28.0,New Orleans,James Chittenden,"New Orleans, LA",LA,11/3/1856,0.00602698,F,Lucinda,1,0,1,Cash,0.07477,1000.0,1,New Orleans,William Whitfield,"New Orleans, LA",LA,Griff
28.0,Memphis,Lesida le Blanc Rodner,"Memphis, TN",TN,11/15/1856,0.00602698,F,Louisa,1,0,1,Cash,0.07477,900.0,1,New Orleans,Wiley J. Martin,"New Orleans, LA",LA,Negro
24.0,St. Charles,Brice Similion la Branche,"St. Charles, LA",LA,11/19/1856,0.00587886,M,John Harris,2,0,2,Cash and Credit,0.07287264,1400.0,2,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Dark Negro
14.0,New Orleans,James A. Ferguson,"New Orleans, LA",LA,11/19/1856,0.00602698,M,Isiah,1,0,1,Cash,0.07477,900.0,1,Jacksonport,Harriet Judson Payne,"Jacksonport, AR",AR,Negro
16.0,New Orleans,John Trabue Hatcher,"New Orleans, LA",LA,11/1/1856,0.00602698,F,Louisa Edmondia,1,0,1,Cash,0.07477,925.0,1,Jefferson,Paul Theodule Arnoult,"Jefferson, LA",LA,Negro
26.5,New Orleans,John Myers,"New Orleans, LA",LA,11/21/1856,0.005805498,F,Elizabeth,1,0,1,Cash and Credit,0.07193404,1050.0,1,New Orleans,Matilda St. Claire McIntosh,"New Orleans, LA",LA,Griff
16.0,New Orleans,John B. Womack,"New Orleans, LA",LA,11/21/1856,0.00602698,F,Georgianna,1,0,1,Cash,0.07477,847.28,1,New Orleans,Daniel Sheean,"New Orleans, LA",LA,Negro
15.0,New Orleans,John B. Womack,"New Orleans, LA",LA,11/21/1856,0.00602698,F,Rachael,1,0,1,Cash,0.07477,857.25,1,New Orleans,William B. McCutcheon,"New Orleans, LA",LA,Mulatto
37.0,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,11/21/1856,0.00602698,M,Joshua,1,0,1,Cash,0.07477,850.0,1,Augusta,Camille E. Girardy,"Augusta, GA",GA,Negro
19.0,New Orleans,Rachael Kees,"New Orleans, LA",LA,11/21/1856,0.005761452,M,Albert Gilbert,2,0,2,Cash and Credit,0.07137088,1200.0,1,Lafourche,Absalom Kees,"Lafourche, LA",LA,Mulatto
29.0,New Orleans,Phillip Charbonnet,"New Orleans, LA",LA,11/21/1856,0.00602698,M,Ned,1,0,1,Cash,0.07477,800.0,1,New Orleans,Louis Meyer,"New Orleans, LA",LA,Negro
14.0,New Orleans,Wiley J. Martin,"New Orleans, LA",LA,11/22/1856,0.00602698,M,Joseph,1,0,1,Cash,0.07477,900.0,1,East Baton Rouge,Joseph Monget,"East Baton Rouge, LA",LA,Mulatto
17.0,New Orleans,Aimee Gautier,"New Orleans, LA",LA,11/24/1856,0.00602698,F,Maria,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Jerome Towney,"New Orleans, LA",LA,Negro
22.0,New Orleans,Octave Morel,"New Orleans, LA",LA,11/22/1856,0.005790818,F,Helene,1,0,1,Cash and Credit,0.07174632,1270.0,1,St. Bernard,Antoine Landier,"St. Bernard, LA",LA,Creole Negro
57.0,New Orleans,"Georgiana, Coralie Jenkins","New Orleans, LA",LA,11/22/1856,0.00602698,F,Ann,1,0,1,Donation,0.07477,250.0,1,New Orleans,Arnote/ Arnote Jones/ Arnaute Luce Unknown,"New Orleans, LA",LA,Negro
23.0,New Orleans,John Lyall,"New Orleans, LA",LA,11/21/1856,0.005790818,M,Joe,1,0,1,Cash and Credit,0.07174632,1221.0,1,Augusta,Camille E. Girardy,"Augusta, GA",GA,Negro
52.0,New Orleans,Eliza Lescene,"New Orleans, LA",LA,11/24/1856,0.00602698,F,Sally,1,1,2,Cash,0.07477,1600.0,1,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Negro
25.0,New Orleans,Louis St. Marc Darby Jr.,"New Orleans, LA",LA,11/24/1856,0.00602698,F,Annette,1,1,2,Cash,0.07477,1200.0,1,St. Martin,Constance de Blanc,"St. Martin, LA",LA,Negro
24.0,Jefferson,Jean Baptiste Laiche,"Jefferson, LA",LA,11/24/1856,0.00602698,M,Bazille,1,0,1,Cash,0.07477,918.0,1,New Orleans,Antoine Ferdinand Lemos,"New Orleans, LA",LA,Griff
35.0,Richmond,Jeremiah Smith,"Richmond, VA",VA,11/24/1856,0.00602698,F,Esther,1,2,3,Cash,0.07477,1600.0,1,New Orleans,Victor Demoruelle,"New Orleans, LA",LA,Negro
28.0,New Orleans,Antoine Jean Jacques Barus,"New Orleans, LA",LA,11/25/1856,0.00602698,F,Mima Thomas,1,0,1,Cash,0.07477,540.0,1,New Orleans,Dominique Guerin,"New Orleans, LA",LA,Unknown
26.0,New Orleans,Jose Acebal,"New Orleans, LA",LA,11/24/1856,0.005717386,F,Liddy,1,0,1,Cash and Credit,0.07080772,1200.0,1,New Orleans,Louis Telhiard,"New Orleans, LA",LA,Negro
20.0,New Orleans,Joseph Henry Ashby,"New Orleans, LA",LA,11/24/1856,0.00602698,M,Perry King,1,0,1,Cash,0.07477,1350.0,1,Tensas,Samuel W. Dorsey,"Tensas, LA",LA,Mulatto
37.0,New Orleans,J. S. Copes,"New Orleans, LA",LA,11/10/1856,0.00602698,F,Letty,1,0,1,Cash,0.07477,290.0,1,New Orleans, Mr. and Mrs. J. W. Whaling,"New Orleans, LA",LA,Unknown
33.0,New Orleans,Mary C. Thayer,"New Orleans, LA",LA,11/27/1856,0.005746766,M,Billy,1,0,1,Cash and Credit,0.07118316,750.0,1,New Orleans,Bernard Kendig,"New Orleans, LA",LA,Negro
42.0,New Orleans,Jeanette Gassin,"New Orleans, LA",LA,11/28/1856,0.0,F,Aimee,1,3,4,Cash and Credit,0.0,2000.0,1,New Orleans,Pierre Ernest Brulatour,"New Orleans, LA",LA,Mulatto
27.0,New Orleans,Francois Cazalas,"New Orleans, LA",LA,11/27/1856,0.00602698,F,Rose,1,0,1,Cash,0.07477,600.0,1,New Orleans,Angel Martin,"New Orleans, LA",LA,Negro
46.0,New Orleans,Antoine Jean Jacques Barus,"New Orleans, LA",LA,11/28/1856,0.00602698,M,Dennis,1,0,1,Cash,0.07477,500.0,1,New Orleans,Henry Pinard,"New Orleans, LA",LA,Negro
30.0,New Orleans,William L. Porter,"New Orleans, LA",LA,11/22/1856,0.00602698,M,Lewis,1,0,1,Cash,0.07477,1000.0,1,Rusk,Newell Tullis,"Rusk, TX",TX,Negro
41.0,New Orleans,Jacques Arthur Fortier,"New Orleans, LA",LA,11/27/1856,0.00602698,F,Eliza,1,0,1,Cash,0.07477,700.0,1,New Orleans,Pierre Casimir Blanchin,"New Orleans, LA",LA,Negro
18.0,Unknown,William W. Wood,"Unknown, LA",LA,11/26/1856,0.00602698,F,Margaret,1,0,1,Cash,0.07477,1000.0,1,Unknown,W. H. Stevens,"Unknown, TX",TX,Mulatto
18.0,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,11/26/1856,0.00602698,F,Margaret,1,0,1,Cash,0.07477,1000.0,1,Unknown,William W. Wood,"Unknown, LA",LA,Mulatto
41.0,New Orleans,Joseph Deseamus,"New Orleans, LA",LA,11/19/1856,0.00602698,F,Harriet,1,0,1,Cash,0.07477,160.0,1,New Orleans,John Bown,"New Orleans, LA",LA,Negro
20.0,New Orleans,Charles Gayarre,"New Orleans, LA",LA,11/29/1856,0.00602698,F,Susan,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Isaac P. Abrams,"New Orleans, LA",LA,Mulatto
19.0,New Orleans,Robert Spence,"New Orleans, LA",LA,12/1/1856,0.00602698,F,Mary,1,0,1,Cash,0.07477,905.0,1,New Orleans,John F. Follett,"New Orleans, LA",LA,Negro
22.0,New Orleans,Robert Spence,"New Orleans, LA",LA,12/1/1856,0.00602698,M,Nelson,1,0,1,Cash,0.07477,775.0,1,New Orleans,John W. Blackman,"New Orleans, LA",LA,Negro
48.0,New Orleans,Edmond N. Ganucheau,"New Orleans, LA",LA,12/1/1856,0.00602698,M,Hippolyte,1,0,1,Cash,0.07477,300.0,1,New Orleans,Alphonse Ronuald le Breton,"New Orleans, LA",LA,Griff
35.0,New Orleans,David R. Carroll,"New Orleans, LA",LA,12/3/1856,0.00602698,M,Nelson,1,0,1,Cash,0.07477,675.0,1,New Orleans,James H. Massey,"New Orleans, LA",LA,Negro
22.0,Madison,Thomas Cutter Bedford,"Madison, LA",LA,12/2/1856,0.00602698,M,Dudley Green,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Negro
29.0,New Orleans,Fayette Byington,"New Orleans, LA",LA,12/2/1856,0.00602698,M,Charles Tibbs,1,0,1,Cash,0.07477,1000.0,1,New Orleans,William A. Collins,"New Orleans, LA",LA,Negro
21.0,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,12/3/1856,0.00602698,M,Frank,1,0,1,Cash,0.07477,650.0,1,New Orleans,Eliza Ann Lane Jones,"New Orleans, LA",LA,Dark Griff
24.0,New Orleans,Jose Tipura Lopez,"New Orleans, LA",LA,12/1/1856,0.00602698,F,Harriett,1,1,2,Cash,0.07477,1400.0,1,Plaquemines,James B. Williams,"Plaquemines, LA",LA,Griff
45.0,New Orleans,Mannuel Blasco,"New Orleans, LA",LA,12/2/1856,0.00602698,M,Phillip,1,0,1,Cash,0.07477,1100.0,1,Algiers,John F. Hughes,"Algiers, LA",LA,Negro
16.0,New Orleans,Lastie Young,"New Orleans, LA",LA,12/3/1856,0.006217138,F,Lear Ann,1,0,1,Credit,0.07721036,1150.0,1,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,Negro
29.0,Madison,William Dorman,"Madison, LA",LA,12/2/1856,0.00602698,F,Rebecca,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Mary Fairshaw Clayton,"New Orleans, LA",LA,Negro
13.0,Unknown,Helene Pellerin Harrison,"Unknown, Unknown",Unknown,12/5/1856,0.00602698,F,Esther,1,0,1,Cash,0.07477,614.0,1,New Orleans,James Lovie,"New Orleans, LA",LA,Negro
49.0,New Orleans,John F. Kearny,"New Orleans, LA",LA,12/4/1856,0.00602698,F,Eliza,1,0,1,Cash,0.07477,395.0,1,New Orleans,Anne Eastman Harrison Baker,"New Orleans, LA",LA,Mulatto
14.0,Tuscaloosa,James Fredell Long,"Tuscaloosa, AL",AL,12/3/1856,0.00602698,M,Jules,1,0,1,Cash,0.07477,750.0,1,New Orleans,Geanne Aimee Andry Varney,"New Orleans, LA",LA,Mulatto
6.0,New Orleans,Phillip A. Shaw,"New Orleans, LA",LA,12/31/1856,0.00602698,F,Helen,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Negro
21.0,Claiborne,William A. Patterson,"Claiborne, MS",MS,1/7/1857,0.00602698,M,Samuel Jackson,4,0,4,Cash,0.07477,5700.0,1,New Orleans,Walter Lewis Campbell,"New Orleans, LA",LA,Negro
26.0,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,1/4/1857,0.00602698,M,Aaron,1,0,1,"Exchange, Cash",0.07477,1000.0,1,Saquina,Elisha North,"Saquina, MS",MS,Negro
35.0,Saquina,Elisha North,"Saquina, MS",MS,1/4/1857,0.00602698,M,Joe,1,0,1,"Exchange, Cash",0.07477,800.0,1,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Negro
4.0,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,1/7/1857,0.00602698,F,Milley,1,0,1,Cash,0.07477,575.0,1,Jacksonport,Alexander W. Povl,"Jacksonport, AR",AR,Griff
14.0,New Orleans,John Trabue Hatcher,"New Orleans, LA",LA,12/30/1856,0.00602698,F,Caroline,1,0,1,Cash,0.07477,775.0,1,New Orleans,Charles Rhodes,"New Orleans, LA",LA,Negro
30.0,New Orleans,Alfred Vienne,"New Orleans, LA",LA,1/5/1857,0.00602698,M,Joe,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Micajah Harris Sr.,"New Orleans, LA",LA,Negro
19.0,Carroll,Gustav Wilkowski,"Carroll, LA",LA,1/6/1857,0.00602698,F,Frances,1,0,1,Cash,0.07477,1400.0,1,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,Mulatto
20.0,Carroll,Anderson Michand Waddill,"Carroll, LA",LA,1/4/1857,0.00602698,M,James Jackson,11,0,11,Cash,0.07477,1200.0,11,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
24.0,Lafourche,"Joseph Sewell, Sidney Williams, Britton","Lafourche, LA",LA,1/7/1857,0.00602698,M,Turner,1,0,1,Cash,0.07477,1350.0,1,Wikiman,James Warron Moss,"Wikiman, KY",KY,Negro
32.0,New Orleans,Aaron Parker Cleveland,"New Orleans, LA",LA,1/6/1857,0.00602698,M,Edmund,5,0,5,Cash,0.07477,6400.0,1,New Orleans,Varnum Sheldon,"New Orleans, LA",LA,Negro
16.0,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,1/10/1857,0.00602698,M,Alfred,1,0,1,Cash,0.07477,900.0,1,Pointe Coupee,Lewis Toussiant Rabel,"Pointe Coupee, LA",LA,Negro
26.0,Lafayette,Francois la Barre,"Lafayette, LA",LA,1/10/1857,0.00602698,F,Gracey,1,2,3,Cash,0.07477,1100.0,1,Orange,Joseph Walker Latta,"Orange, NC",NC,Negro
11.0,New Orleans,Olivia Luster Oviatt,"New Orleans, LA",LA,1/12/1857,0.00602698,F,Mary,1,0,1,Cash,0.07477,900.0,1,Granville,William Daniel,"Granville, NC",NC,Negro
45.0,Jefferson,Phillippe Ponsarques,"Jefferson, LA",LA,1/10/1857,0.00602698,M,Erwin,1,0,1,Cash,0.07477,750.0,1,New Orleans,"Martin, Jacques Loye","New Orleans, LA",LA,Negro
26.0,New Orleans,James Peter Freret,"New Orleans, LA",LA,12/31/1856,0.005790818,F,Mary,1,0,1,Cash and Credit,0.07174632,1400.0,1,New Orleans,Charles Henry Taney,"New Orleans, LA",LA,Mulatto
24.0,New Orleans,Nathan R. Stratton,"New Orleans, LA",LA,1/9/1857,0.00602698,M,John,1,0,1,Cash,0.07477,1400.0,1,Stotsprings County,Jean Dupas,"Stotsprings County, AR",AR,Negro
26.0,New Orleans,Hugh Mitchell Hays,"New Orleans, LA",LA,1/9/1857,0.00602698,M,Lemon,2,0,2,Cash,0.07477,1400.0,2,Granville,William Daniel,"Granville, NC",NC,Negro
35.0,Natchez,Thomas B. Gaillard,"Natchez, MS",MS,1/12/1857,0.00602698,F,Susan,1,0,1,Cash,0.07477,700.0,1,East Baton Rouge,George W. Dearing,"East Baton Rouge, LA",LA,Mulatto
26.0,New Orleans,Celandia Isabella Churchill Ferguson,"New Orleans, LA",LA,1/13/1857,0.00602698,F,Ann Gardner,1,2,3,Cash,0.07477,1250.0,1,New Orleans,John Lowe,"New Orleans, LA",LA,Negro
25.0,New Orleans,Joseph Hernandez,"New Orleans, LA",LA,1/14/1857,0.00602698,F,Poline/ Pauline,1,0,1,Cash,0.07477,1050.0,1,New Orleans,Adelaide Aubry,"New Orleans, LA",LA,Griff
20.0,New Orleans,Louisa Maria Jolles,"New Orleans, LA",LA,1/13/1857,0.00587886,F,Sally,1,0,1,Cash and Credit,0.07287264,900.0,1,New Orleans,Minor children of Emma Catherine Dewees Unknown,"New Orleans, LA",LA,Negro
30.0,New Orleans,Terrence Firmin Levasseur,"New Orleans, LA",LA,1/13/1857,0.006202525,M,Lingleton,1,0,1,Credit,0.07702264,1480.0,1,New Orleans,Norbert Vignie,"New Orleans, LA",LA,Negro
18.0,New Orleans,Micajah Harris Jr.,"New Orleans, LA",LA,1/12/1857,0.00602698,F,Mary,1,0,1,Cash,0.07477,800.0,1,St. Tammany,Sarah Ann George Robertson,"St. Tammany, LA",LA,Griff
