Age,Buyer.County of Origin,Buyer.Full Name,Buyer.Origin,Buyer.State of Origin,Date,Discount Rate,Gender,Name,Number of Adult Slaves,Number of Child Slaves,Number of Total Slaves Purchased,Payment Method,Predicted Interest Rate,Price,Prices Listed,Seller.County of Origin,Seller.Full Name,Seller.Origin,Seller.State of Origin,Skin Color
29.0,New Orleans,Christopher Rankin Barker,"New Orleans, LA",LA,11/5/1858,0.00602698,M,Joe,1,0,1,Cash,0.07477,1150.0,1,New Orleans,Benjamin Myers,"New Orleans, LA",LA,Negro
40.0,Unknown,Henry Hamilton Hedden,"Unknown, Unknown",Unknown,11/3/1858,0.00602698,F,Mary,1,0,1,Cash,0.07477,685.0,1,Unknown,Guthridge Henry Lyons,"Unknown, Unknown",Unknown,Mulatto
25.0,Ascension,Eugene Lacroix,"Ascension, LA",LA,9/6/1858,0.00602698,M,Henry Armisted,2,0,2,Cash,0.07477,950.0,2,Unknown,Richard Keen,"Unknown, Unknown",Unknown,Negro
39.0,Unknown,Raymond Pochelu,"Unknown, Unknown",Unknown,9/27/1858,0.00602698,F,Beck,1,0,1,Cash,0.07477,0.0,1,Unknown,Thomas McBurney,"Unknown, Unknown",Unknown,Negro
41.0,New Orleans,Henry Hodges,"New Orleans, LA",LA,11/8/1858,0.005790818,F,Iris,1,0,1,Cash and Credit,0.07174632,650.0,1,Lafourche,Josephine Pierce,"Lafourche, LA",LA,Negro
26.0,New Orleans,Thomas F. Murray,"New Orleans, LA",LA,10/21/1858,0.00602698,F,Lucy,1,2,3,Cash,0.07477,1200.0,1,New Orleans,Catherine Solomon,"New Orleans, LA",LA,Negro
36.0,New Orleans,Mary Rogers,"New Orleans, LA",LA,9/21/1858,0.00602698,F,Ellen,1,0,1,Cash,0.07477,300.0,1,New Orleans,Robert Pitkin,"New Orleans, LA",LA,Negro
16.0,New Orleans,Alfred Kearny,"New Orleans, LA",LA,11/9/1858,0.005746766,F,Charlotte,1,0,1,Cash and Credit,0.07118316,1300.0,1,New Orleans,Bernard Kendig,"New Orleans, LA",LA,Dark Griff
45.0,New Orleans,Anna Eliza Kay,"New Orleans, LA",LA,11/10/1858,0.00602698,F,Ellen,1,1,2,Cash,0.07477,1000.0,1,St. Charles,Adelaide Felicie Fortier,"St. Charles, LA",LA,Mulatto
23.0,New Orleans,Cornelius Bicknell Payne,"New Orleans, LA",LA,11/12/1858,0.00602698,M,Cyrus,6,0,6,Cash,0.07477,1250.0,6,New Orleans,Bernard Kendig,"New Orleans, LA",LA,Negro
13.0,Orleans,Octave F. Valette,"Orleans, LA",LA,11/13/1858,0.005739422,F,Rachel,1,0,1,Cash and Credit,0.0710893,1050.0,1,New Orleans,Bernard Kendig,"New Orleans, LA",LA,Negro
13.0,New Orleans,Henry Shepherd,"New Orleans, LA",LA,11/15/1858,0.00602698,F,Applis,1,0,1,Cash,0.07477,1050.0,1,New Orleans,Bernard Kendig,"New Orleans, LA",LA,Negro
29.0,New Orleans,Coralie Blanchard,"New Orleans, LA",LA,9/16/1858,0.00587886,F,Lucie,1,2,3,Cash and Credit,0.07287264,1400.0,1,New Orleans,Marie Solidelle Orillon,"New Orleans, LA",LA,Negro
32.0,New Orleans,Thomas Walker Hutchinson,"New Orleans, LA",LA,11/16/1858,0.006114795,M,Green,1,0,1,Credit,0.07589632,900.0,1,New Orleans,Michael L. Mooney,"New Orleans, LA",LA,Negro
16.0,Galveston,Isidore Dryer,"Galveston, TX",TX,11/13/1858,0.00602698,F,Lucy,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Corson & Armstrong Unknown,"New Orleans, LA",LA,Negro
30.0,New Orleans,Andrew Oliver Jackson,"New Orleans, LA",LA,10/6/1858,0.006202525,M,Phil,1,0,1,Credit,0.07702264,1200.0,1,St. Charles,Pierre Soniat,"St. Charles, LA",LA,Negro
22.0,New Orleans,Thomas  Pickles,"New Orleans, LA",LA,11/6/1858,0.00587886,F,Mary,1,1,2,Cash and Credit,0.07287264,1000.0,1,Unknown,John E. Leeds,"Unknown, Unknown",Unknown,Negro
36.0,New Orleans,Adolphe Menuet,"New Orleans, LA",LA,11/16/1858,0.00602698,F,Lydia,1,0,1,Cash,0.07477,575.0,1,New Orleans,David Bidwell,"New Orleans, LA",LA,Negro
23.0,New Orleans,Thomas John Pipkin,"New Orleans, LA",LA,11/18/1858,0.00602698,M,Tom,1,0,1,Cash,0.07477,1400.0,1,Algiers,Hugh  O'Donnell,"Algiers, LA",LA,Griff
33.0,New Orleans,Daniel E. Scruggs,"New Orleans, LA",LA,11/12/1858,0.00602698,F,Margaret,1,1,2,Cash,0.07477,800.0,1,New Orleans,James Simkins,"New Orleans, LA",LA,Negro
26.0,New Orleans,Armand Durel,"New Orleans, LA",LA,11/20/1858,0.00602698,F,Josephine,1,0,1,Cash,0.07477,2000.0,1,St. Charles,Delphine St. Armand,"St. Charles, LA",LA,Mulatto
37.0,New Orleans,Manuel Morano,"New Orleans, LA",LA,11/22/1858,0.00602698,F,Antoinette,1,0,1,Cash,0.07477,680.0,1,New Orleans,Antoinette Fabre,"New Orleans, LA",LA,Negro
19.0,Unknown,Adelaide Carlin,"Unknown, Unknown",Unknown,11/22/1858,0.005966817,M,Alexandre,1,0,1,Cash and Credit,0.07399896,1325.0,1,Orleans,Noel Bernoudy Jr.,"Orleans, LA",LA,Mulatto
49.0,New Orleans,Jean Michel,"New Orleans, LA",LA,11/23/1858,0.00602698,M,Abraham,1,0,1,Cash,0.07477,300.0,1,New Orleans,Henry Lindemann,"New Orleans, LA",LA,Negro
-1.0,New Orleans,J. G.  Pierson,"New Orleans, LA",LA,12/20/1858,0.00587886,F,Celia,1,0,1,Cash and Credit,0.07287264,825.0,1,East Baton Rouge,George F. Beherns,"East Baton Rouge, LA",LA,Black
14.0,New Orleans,Francisco Yara,"New Orleans, LA",LA,12/18/1858,0.00602698,F,Sarah Bell,1,0,1,Cash,0.07477,1150.0,1,New Orleans,Lynch & Weisemann Unknown,"New Orleans, LA",LA,Mulatto
25.0,Unknown,Jules Lapene,"Unknown, Unknown",Unknown,12/20/1858,0.00602698,F,Marie Irene,1,0,1,Cash,0.07477,510.0,1,Unknown,Jean Aristide Berniard,"Unknown, Unknown",Unknown,Mulatto
22.0,New Orleans,James L. Powers,"New Orleans, LA",LA,12/14/1858,0.00602698,M,George,1,0,1,Cash,0.07477,960.0,1,Walton,James L. Grant,"Walton, GA",GA,Mulatto
34.0,New Orleans,James L. Powers,"New Orleans, LA",LA,12/20/1858,0.00602698,M,John,1,0,1,Cash,0.07477,1000.0,1,Washington,Robert Marsh,"Washington, MS",MS,Mulatto
27.0,New Orleans,James Perm Shortridge,"New Orleans, LA",LA,12/6/1858,0.006114795,F,Elizabeth,1,0,1,Credit,0.07589632,1450.18,1,New Orleans,Christian J. Buddecke,"New Orleans, LA",LA,Griff
38.0,New Orleans,Georgiana Jenkins,"New Orleans, LA",LA,12/18/1858,0.005732077,F,Marguerite,1,0,1,Cash and Credit,0.07099544,650.0,1,New Orleans,Maurice Schoober,"New Orleans, LA",LA,Negro
23.0,New Orleans,Washington Henry McLean,"New Orleans, LA",LA,12/20/1858,0.00602698,F,Delphine,1,0,1,Cash,0.07477,1050.0,1,New Orleans,Alcee Jacques Villere,"New Orleans, LA",LA,Negro
33.0,St. James,Alexis Ferry,"St. James, LA",LA,12/18/1858,0.00602698,F,Caroline,1,0,1,Cash,0.07477,800.0,1,New Orleans,Paul Mouchon,"New Orleans, LA",LA,Negro
32.0,New Orleans,John Marr Farrell,"New Orleans, LA",LA,12/14/1858,0.00602698,M,Frank,1,0,1,Cash,0.07477,665.0,1,East Baton Rouge,Jane C. Willis,"East Baton Rouge, LA",LA,Negro
35.0,New Orleans,Washington Henry McLean,"New Orleans, LA",LA,12/20/1858,0.00602698,M,Armstead,1,0,1,Cash,0.07477,820.0,1,Unknown,Simon Bourke,"Unknown, Unknown",Unknown,Mulatto
28.0,New Orleans,Mary H. Hyman,"New Orleans, LA",LA,11/27/1858,0.00602698,F,Priscilla,1,1,2,Cash,0.07477,2000.0,1,Monroe,Martha Ann Henderson,"Monroe, MS",MS,Negro
35.0,New Orleans,Simeon E.  Buford,"New Orleans, LA",LA,12/2/1858,0.00602698,F,Nina,1,0,1,Cash,0.07477,300.0,1,New Orleans,Francis Henry Brinkman,"New Orleans, LA",LA,Negro
13.0,New Orleans,James Hughes McCormick,"New Orleans, LA",LA,12/13/1858,0.00602698,F,Nancy,1,0,1,Cash,0.07477,600.0,1,New Orleans,Adrien Cassard,"New Orleans, LA",LA,Negro
20.0,New Orleans,John Glover,"New Orleans, LA",LA,12/23/1858,0.00602698,M,Robert,6,0,6,Cash,0.07477,1600.0,6,Richmond,Jeremiah Smith,"Richmond, VA",VA,Unknown
28.0,New Orleans,Norbert Trepagnier,"New Orleans, LA",LA,12/22/1858,0.00602698,M,Caliste,1,0,1,Cash,0.07477,1450.0,1,Orleans,Noel Bernoudy Jr.,"Orleans, LA",LA,Mulatto
15.0,Orleans,Augustin D. Bernoudy,"Orleans, LA",LA,12/22/1858,0.00602698,M,Paul,2,0,2,Cash,0.07477,1125.0,2,Orleans,Noel Bernoudy Jr.,"Orleans, LA",LA,Negro
38.0,New Orleans,Josephine  Meugens,"New Orleans, LA",LA,11/24/1858,0.00602698,M,Casimir,1,0,1,Cash,0.07477,1050.0,1,New Orleans,Emmet Putnam,"New Orleans, LA",LA,Negro
27.0,New Orleans,George W. Ward,"New Orleans, LA",LA,12/21/1858,0.00602698,F,Martha,1,0,1,Cash,0.07477,1400.0,1,New Orleans,George O. Sweet,"New Orleans, LA",LA,Negro
37.0,New Orleans,Auguste P.  Noblom,"New Orleans, LA",LA,12/22/1858,0.006202525,F,Felicie,1,1,2,Credit,0.07702264,1300.0,1,New Orleans,Numa Lacoste,"New Orleans, LA",LA,Negro
16.0,St. Martin,Joseph Aristide DeBlanc,"St. Martin, LA",LA,12/23/1858,0.006202525,F,Philomene,1,1,2,Credit,0.07702264,1150.0,1,Unknown,Louis Bonnemer,"Unknown, Unknown",Unknown,Mulatto
43.0,New Orleans,John E. Ardrey,"New Orleans, LA",LA,12/23/1858,0.00602698,F,Fanny,1,0,1,Cash,0.07477,950.0,1,New Orleans,Emerite Lasalle,"New Orleans, LA",LA,Negro
18.0,New Orleans,Hugh Jamison,"New Orleans, LA",LA,12/23/1858,0.006202525,F,Emily,1,0,1,Credit,0.07702264,1390.0,1,Arkansas,McGuilvery George Washington Jones Bell,"Arkansas, TX",TX,Negro
45.0,New Orleans,Oscar Liveaudais,"New Orleans, LA",LA,12/24/1858,0.00602698,M,Antoine,1,0,1,Cash,0.07477,200.0,1,New Orleans,Marie Charlotte Zoe Dussuau,"New Orleans, LA",LA,Mulatto
10.0,New Orleans,Augustus Franklin Hickman,"New Orleans, LA",LA,12/24/1858,0.00602698,M,James,2,0,2,Cash,0.07477,1290.0,1,Grayson,William Thomas Williams,"Grayson, TX",TX,Negro
22.0,New Orleans,John C. Goodrich,"New Orleans, LA",LA,12/22/1858,0.00602698,M,Willis,1,0,1,Cash,0.07477,1400.0,1,New Orleans,John McDonald Taylor,"New Orleans, LA",LA,Negro
30.0,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,12/22/1858,0.00602698,F,Louise,1,1,2,Cash,0.07477,1300.0,1,New Orleans,John Trabue Hatcher,"New Orleans, LA",LA,Unknown
28.0,New Orleans,Sophia Anastasia Neale,"New Orleans, LA",LA,12/23/1858,0.00602698,M,Augustus,1,0,1,Cash,0.07477,1000.0,1,Pintlala,John Bonham,"Pintlala, AL",AL,Negro
11.0,New Orleans,Euphemia E. Robitaille,"New Orleans, LA",LA,12/22/1858,0.00602698,M,Celestin,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Solidelle Solet,"New Orleans, LA",LA,Mulatto
25.0,New Orleans,Lebbens Frederick Rogers,"New Orleans, LA",LA,12/8/1858,0.00602698,M,Battle,1,0,1,Cash,0.07477,1250.0,1,New Orleans,Bernard Kendig,"New Orleans, LA",LA,Negro
32.0,New Orleans,Anastasia Catherine Brickwell,"New Orleans, LA",LA,12/18/1858,0.00602698,F,Amanda,1,0,1,Cash,0.07477,1025.0,1,New Orleans,Adolphe Menuet,"New Orleans, LA",LA,Mulatto
45.0,New Orleans,Thalie Guillotte,"New Orleans, LA",LA,12/22/1858,0.00602698,M,Andre,1,0,1,Cash,0.07477,300.0,1,New Orleans,Michel Auguste Huard,"New Orleans, LA",LA,Negro
10.0,New Orleans,Eulalie Longer,"New Orleans, LA",LA,12/23/1858,0.00602698,M,Ben,1,0,1,Cash,0.07477,800.0,1,New Orleans,Martha Ann Grimes,"New Orleans, LA",LA,Negro
25.0,New Orleans,Macou Brothers Unknown,"New Orleans, LA",LA,12/28/1858,0.00587886,F,Victoire,1,3,4,Cash and Credit,0.07287264,1950.0,1,New Orleans,Jean Francois Legier,"New Orleans, LA",LA,Griff
18.0,Pointe Coupee,Valerien Bergeron Sr.,"Pointe Coupee, LA",LA,12/28/1858,0.00602698,M,Frank Stewart,2,0,2,Cash,0.07477,1500.0,2,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,Negro
35.0,New Orleans,Harold O. Saufley,"New Orleans, LA",LA,12/27/1858,0.00587886,F,Eliza,1,1,2,Cash and Credit,0.07287264,1060.0,1,New Orleans,James Nimick,"New Orleans, LA",LA,Negro
23.0,New Orleans,Francis Anderson Boyle,"New Orleans, LA",LA,12/24/1858,0.00602698,M,John,1,0,1,Cash,0.07477,1400.0,1,New Orleans,George W. Sizer,"New Orleans, LA",LA,Negro
42.0,Unknown,Sarah Elizabeth Smith Hornor,"Unknown, Unknown",Unknown,12/27/1858,0.00602698,M,Adam,1,0,1,Cash,0.07477,600.0,1,Unknown,John Haskins,"Unknown, Unknown",Unknown,Negro
35.0,New Orleans,Fanny Oliver,"New Orleans, LA",LA,12/23/1858,0.00602698,F,Nina,1,0,1,Cash,0.07477,900.0,1,New Orleans,Simeon E. Buford,"New Orleans, LA",LA,Negro
8.0,New Orleans,Edmond Francois Demoruelle,"New Orleans, LA",LA,12/23/1858,0.00602698,F,Henriette,1,0,1,Cash,0.07477,800.0,1,New Orleans,Jean Baptiste Lacestiere la Barre,"New Orleans, LA",LA,Quarteroon
38.0,Orleans,Anna Maria Ott,"Orleans, LA",LA,12/29/1858,0.00602698,F,Elizabeth,1,0,1,Cash,0.07477,500.0,1,New Orleans,Ann Eliza Moore,"New Orleans, LA",LA,Negro
28.0,New Orleans,Robert  Howes,"New Orleans, LA",LA,12/24/1858,0.00602698,M,John,1,0,1,Cash,0.07477,1100.0,1,New Orleans,Thomas N. Pierce,"New Orleans, LA",LA,Griff
35.0,New Orleans,Manuel Payro,"New Orleans, LA",LA,12/23/1858,0.00602698,F,Edda,1,2,3,Cash,0.07477,2425.0,1,Jefferson,Charles Zenon Derbigny,"Jefferson, LA",LA,Negro
17.0,New Orleans,Fergus Gardere,"New Orleans, LA",LA,12/23/1858,0.006202525,M,Essex,6,0,6,Credit,0.07702264,1100.0,6,Jefferson,Charles Zenon Derbigny,"Jefferson, LA",LA,Negro
21.0,New Orleans,Thomas John Pipkin,"New Orleans, LA",LA,12/29/1858,0.00602698,M,London,1,0,1,Cash,0.07477,1400.0,1,New Orleans,James Winchester Breedlove,"New Orleans, LA",LA,Black
21.0,Pointe Coupee,Myer & Strauss Unknown,"Pointe Coupee, LA",LA,12/28/1858,0.006202525,M,John Anderson,2,0,2,Credit,0.07702264,3100.0,1,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
45.0,Lafourche,Drauzin Triche,"Lafourche, LA",LA,12/29/1858,0.00602698,M,Prosper,2,0,2,Cash,0.07477,700.0,2,New Orleans,Antoine Pinto,"New Orleans, LA",LA,Negro
15.0,St. Mary,Arcade Gaidry,"St. Mary, LA",LA,12/27/1858,0.00602698,F,Jane,1,0,1,Cash,0.07477,1100.0,1,New Orleans,Robert Huyghe,"New Orleans, LA",LA,Light
28.0,St. James,Caroline Trudeau,"St. James, LA",LA,12/30/1858,0.00602698,M,Howard Gibson,5,0,5,Cash,0.07477,2300.0,5,New Orleans,Joseph Bruin,"New Orleans, LA",LA,Negro
33.0,New Orleans,John McDonald  Taylor,"New Orleans, LA",LA,12/31/1858,0.00602698,F,Josephine,1,1,2,Cash,0.07477,1600.0,1,New Orleans,Marie Theodore Basilice Pedesclaux,"New Orleans, LA",LA,Mulatto
40.0,New Orleans,Edward Lauraine,"New Orleans, LA",LA,12/27/1858,0.00602698,F,Sally,1,0,1,Cash,0.07477,800.0,1,New Orleans,George Washington Murphy,"New Orleans, LA",LA,Negro
40.0,New Orleans,Francis Susan Vernon,"New Orleans, LA",LA,1/5/1859,0.00602698,F,Sally,1,0,1,Donation,0.07477,800.0,1,New Orleans,Edward Lauraine,"New Orleans, LA",LA,Negro
13.0,Unknown,l'Abbe Cyrille Delacroix,"Unknown, Unknown",Unknown,12/13/1858,0.00602698,M,Davis,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Theodule Lagrue,"New Orleans, LA",LA,Griff
24.0,St. Mary,David  Berwick,"St. Mary, LA",LA,1/5/1859,0.00602698,F,Oliver,1,0,1,Cash,0.07477,1400.0,1,New Orleans,"James W., Charles B. Boazmann, Winchester","New Orleans, LA",LA,Negro
65.0,Tensas,John I. Tyson,"Tensas, LA",LA,1/5/1859,0.005893525,F,Kit Bitcher,49,0,49,Cash and Credit,0.07306036,35075.0,1,New Orleans,Eldridge  Loftin,"New Orleans, LA",LA,Unknown
18.0,Assumption,Maxile le Blanc,"Assumption, LA",LA,1/4/1859,0.00602698,M,Bob,2,0,2,Cash,0.07477,1575.0,2,Richmond,Jeremiah Smith,"Richmond, VA",VA,Negro
26.0,Assumption,Eugene Landry,"Assumption, LA",LA,1/4/1859,0.00602698,M,Isaac Sanders,3,0,3,Cash,0.07477,1575.0,3,Richmond,Jeremiah Smith,"Richmond, VA",VA,Negro
16.0,New Orleans,Ellen Geoghegan,"New Orleans, LA",LA,12/30/1858,0.00602698,F,Ellen,1,0,1,Cash,0.07477,1100.0,1,Henry,Bumpass & Cook Unknown,"Henry, TN",TN,Negro
32.0,Orleans,Joseph Deseamus,"Orleans, LA",LA,1/5/1859,0.00602698,F,Catherine,1,3,4,Cash,0.07477,2000.0,1,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,Negro
41.0,New Orleans,Joel Murray,"New Orleans, LA",LA,1/4/1859,0.00602698,F,Polly,1,0,1,Cash,0.07477,900.0,1,New Orleans,John Hotchkins Baker,"New Orleans, LA",LA,Negro
25.0,New Orleans,Edwin H. Summers,"New Orleans, LA",LA,12/30/1858,0.00602698,F,Jane,1,0,1,Cash,0.07477,1000.0,1,Patrick,Jackson Penn,"Patrick, VA",VA,Griff
50.0,New Orleans,Louis Arthur Gauchey,"New Orleans, LA",LA,1/5/1859,0.00602698,F,Kesiah,1,0,1,Cash,0.07477,180.0,1,New Orleans,Magdeleine Bryant,"New Orleans, LA",LA,Negro
59.0,New Orleans,Alxander Bergamine Jr.,"New Orleans, LA",LA,1/5/1859,0.00602698,F,Eliza,1,0,1,Cash,0.07477,175.0,1,New Orleans,Celestin Alexis,"New Orleans, LA",LA,Griff
18.0,New Orleans,Henry Shepherd,"New Orleans, LA",LA,1/5/1859,0.00602698,F,Molly,1,0,1,Cash,0.07477,1250.0,1,New Orleans,Bernard Kendig,"New Orleans, LA",LA,Dark Griff
49.0,New Orleans,Elizabeth Jackson,"New Orleans, LA",LA,1/3/1859,0.00602698,F,Rebecca,1,0,1,Cash,0.07477,400.0,1,New Orleans,Susan Winchester Robeson,"New Orleans, LA",LA,Negro
24.0,Iberville,Louis Marionneaux,"Iberville, LA",LA,12/31/1858,0.00602698,M,John Scott,6,0,6,Cash,0.07477,1650.0,6,Richmond,Jeremiah Smith,"Richmond, VA",VA,Negro
33.0,New Orleans,John  Caldwell Jr.,"New Orleans, LA",LA,12/22/1858,0.00602698,M,Gilbert,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Negro
14.0,Copiah,Benjamin L.  Brown ,"Copiah, MS",MS,12/27/1858,0.00602698,F,Ann,3,0,3,Cash,0.07477,1150.0,3,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Negro
17.0,New Orleans,Aaron Parker Cleveland,"New Orleans, LA",LA,1/5/1859,0.006056261,F,Wings,1,0,1,Credit,0.07514544,1300.0,1,New Orleans,Bernard Kendig,"New Orleans, LA",LA,Negro
21.0,New Orleans,Julia R.  Eames,"New Orleans, LA",LA,6/26/1858,0.00602698,F,Sylvia,1,0,1,Cash,0.07477,925.0,1,New Orleans,Charles Francis Hatcher,"New Orleans, LA",LA,Black
28.0,New Orleans,Claudius Maurin,"New Orleans, LA",LA,1/10/1859,0.00602698,M,William,1,0,1,Cash,0.07477,500.0,1,New Orleans,Henri Donacieux Lambert,"New Orleans, LA",LA,Mulatto
17.0,New Orleans,Louise Rondeau,"New Orleans, LA",LA,1/5/1859,0.00602698,F,Caroline,1,1,2,Cash,0.07477,1025.0,1,New Orleans,Marie Tauzin,"New Orleans, LA",LA,Negro
23.0,"New Orleans, St. Mary, St. Mary","Paul, Joseph Michel, Desire Lobit, Charpantier, Como","New Orleans, St. Mary, St. Mary, LA",LA,1/4/1859,0.00602698,M,Allen Pointer,20,0,20,Cash,0.07477,23333.33,1,New Orleans,Abner Benoit Charpantier,"New Orleans, LA",LA,Unknown
19.0,Tensas,George R. Snodgrass,"Tensas, LA",LA,1/11/1859,0.00602698,M,Sam,8,0,8,Cash,0.07477,1500.0,8,Richmond,Jeremiah Smith,"Richmond, VA",VA,Negro
20.0,New Orleans,John Hampden Lewis,"New Orleans, LA",LA,1/6/1859,0.00602698,F,Julia,1,0,1,Cash,0.07477,1500.0,1,Richmond,Jeremiah Smith,"Richmond, VA",VA,Negro
22.0,New Orleans,Albert Gallatin Semmes,"New Orleans, LA",LA,1/10/1859,0.00602698,F,Octavia,1,1,2,Cash,0.07477,1600.0,1,Natchitoches,Michael Boyce,"Natchitoches, LA",LA,Mulatto
22.0,Ascension,Valery Landry,"Ascension, LA",LA,1/11/1859,0.006202525,M,Solomon Clemens,8,0,8,Credit,0.07702264,1600.0,8,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,Negro
27.0,Morehouse,Solomon Sugar,"Morehouse, LA",LA,1/10/1859,0.00602698,M,Charles,1,0,1,Cash,0.07477,500.0,1,New Orleans,John Caldwell Jr.,"New Orleans, LA",LA,Negro
21.0,Pointe Coupee,James Newston Bracewell,"Pointe Coupee, LA",LA,1/11/1859,0.00587886,M,John Given,2,0,2,Cash and Credit,0.07287264,3000.0,1,New Orleans,Anthon Weisemann,"New Orleans, LA",LA,Negro
28.0,New Orleans,Robert  Johnson,"New Orleans, LA",LA,1/4/1859,0.00602698,M,Jim,1,0,1,Cash,0.07477,1500.0,1,New Orleans,Edward Nalle,"New Orleans, LA",LA,Mulatto
15.0,New Orleans,John Finney,"New Orleans, LA",LA,1/5/1859,0.00602698,M,Henry,1,0,1,Cash,0.07477,1250.0,1,New Orleans,Augustus Block,"New Orleans, LA",LA,Mulatto
28.0,Jefferson,Edmond Fremont,"Jefferson, LA",LA,1/10/1859,0.00602698,F,Elina,1,1,2,Cash,0.07477,1350.0,1,New Orleans,Marie Elizabeth Aglae Daboval,"New Orleans, LA",LA,Mulatto
24.0,New Orleans,Lucien Constant Adams,"New Orleans, LA",LA,12/27/1858,0.006202525,M,Arthur,1,0,1,Credit,0.07702264,1400.0,1,Jefferson,Francois Cyrille Fazende,"Jefferson, LA",LA,Mulatto
20.0,New Orleans,"Marie Eulalie, Louise Ernestine Bellouquet","New Orleans, LA",LA,1/10/1859,0.00602698,F,Marie,2,0,2,Cash,0.07477,1000.0,2,New Orleans,Odile Griffon,"New Orleans, LA",LA,Mulatto
37.0,Unknown,Henry Bollinger Kenner,"Unknown, Unknown",Unknown,1/4/1859,0.00602698,F,Harriet,1,0,1,Cash,0.07477,400.0,1,New Orleans,John Pfeffer,"New Orleans, LA",LA,Mulatto
15.0,St. James,William Preston Gibson,"St. James, LA",LA,1/7/1859,0.00602698,F,Eliza,5,0,5,Cash,0.07477,1400.0,5,Richmond,Jeremiah Smith,"Richmond, VA",VA,Negro
23.0,St. James,William Preston Gibson,"St. James, LA",LA,1/7/1859,0.00602698,M,Wallace Murphy,5,0,5,Cash,0.07477,1725.0,5,New Orleans,Joseph Bruin,"New Orleans, LA",LA,Black
16.0,New Orleans,Hugh D. Cochrane,"New Orleans, LA",LA,1/7/1859,0.00602698,F,Frances,1,0,1,Cash,0.07477,1050.0,1,New Orleans,Bernard Kendig,"New Orleans, LA",LA,Unknown
40.0,New Orleans,Sarah Canning,"New Orleans, LA",LA,1/5/1859,0.00602698,F,Eliza,1,2,3,Cash,0.07477,2200.0,1,New Orleans,Fannie Oliver,"New Orleans, LA",LA,Griff
19.0,New Orleans,Eliza Lecesne,"New Orleans, LA",LA,1/11/1859,0.00602698,M,Robert,1,0,1,Cash,0.07477,1500.0,1,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Negro
30.0,New Orleans,Edward Lauraine,"New Orleans, LA",LA,1/12/1859,0.00602698,M,John,1,0,1,Cash,0.07477,1300.0,1,New Orleans,Thomas William Collins,"New Orleans, LA",LA,Negro
35.0,New Orleans,Henry Hirsch,"New Orleans, LA",LA,1/11/1859,0.00602698,M,Francois,1,0,1,Cash,0.07477,1250.0,1,New Orleans,Virginie Thomas,"New Orleans, LA",LA,Negro
24.0,New Orleans,George Moerz,"New Orleans, LA",LA,1/5/1859,0.005790818,M,Bill,1,0,1,Cash and Credit,0.07174632,1400.0,1,New Orleans,Bernard Kendig,"New Orleans, LA",LA,Negro
24.0,New Orleans,Samuel L. Wooldridge,"New Orleans, LA",LA,1/11/1859,0.00602698,M,Andrew Tore,1,0,1,Cash,0.07477,0.0,1,New Orleans,Celeste D'apremont,"New Orleans, LA",LA,Mulatto
46.0,New Orleans,Caleb Pennel,"New Orleans, LA",LA,1/5/1859,0.00602698,F,Melinda,1,0,1,Cash,0.07477,450.0,1,New Orleans,John R. Pike,"New Orleans, LA",LA,Unknown
45.0,New Orleans,John Sinoker,"New Orleans, LA",LA,1/11/1859,0.005966817,F,Charlotte,1,4,5,Cash and Credit,0.07399896,2600.0,1,New Orleans,Riviere Gardere,"New Orleans, LA",LA,Negro
48.0,New Orleans,Joachim Kohn,"New Orleans, LA",LA,1/17/1859,0.00602698,F,Lucy,6,0,6,Cash,0.07477,4500.0,1,New Orleans,Carl Kohn,"New Orleans, LA",LA,Negro
42.0,New Orleans,John Dawson,"New Orleans, LA",LA,1/13/1859,0.00602698,F,Aimee,1,0,1,Cash,0.07477,900.0,1,New Orleans,Hermina Allain,"New Orleans, LA",LA,Griff
27.0,New Orleans,Joshua M.  Johnston,"New Orleans, LA",LA,1/10/1859,0.00602698,M,Ben,1,0,1,Cash,0.07477,1300.0,1,St. Landry,Oramel Hinckley,"St. Landry, LA",LA,Negro
37.0,New Orleans,John I. Wallis,"New Orleans, LA",LA,1/14/1859,0.00602698,F,Mary Miller,1,0,1,Cash,0.07477,1000.0,1,New Orleans,John Barnett Murison,"New Orleans, LA",LA,Griff
36.0,New Orleans,Maria Jacobs,"New Orleans, LA",LA,1/6/1859,0.00602698,M,Hercules,1,0,1,Cash,0.07477,900.0,1,Baton Rouge,James A. McMatton,"Baton Rouge, LA",LA,Negro
24.0,New Orleans,Elie Victor Marolt,"New Orleans, LA",LA,1/10/1859,0.00602698,F,Charity,1,2,3,Cash,0.07477,2500.0,1,Montgomery,Horatio Gates Harbin,"Montgomery, AL",AL,Unknown
