General Order number,accredited to,awarded.date.day,awarded.date.month,awarded.date.year,birth.date.day,birth.date.month,birth.date.year,citation,company,death,division,entered service at,full,issued,latitude,link,location name,location.name,longitude,name,organization,rank
12,,1,12,1966,27,4,1946,"For conspicuous gallantry and intrepidity in action at the risk of his life and beyond the call of duty. Pfc. Albanese's platoon, while advancing through densely covered terrain to establish a blocking position, received intense automatic weapons fire from close range. As other members maneuvered to assault the enemy position, Pfc. Albanese was ordered to provide security for the left flank of the platoon. Suddenly, the left flank received fire from enemy located in a well-concealed ditch. Realizing the imminent danger to his comrades from this fire, Pfc. Albanese fixed his bayonet and moved aggressively into the ditch. His action silenced the sniper fire, enabling the platoon to resume movement toward the main enemy position. As the platoon continued to advance, the sound of heavy firing emanated from the left flank from a pitched battle that ensued in the ditch which Pfc. Albanese had entered. The ditch was actually a well-organized complex of enemy defenses designed to bring devastating flanking fire on the forces attacking the main position. Pfc. Albanese, disregarding the danger to himself, advanced 100 meters along the trench and killed 6 of the snipers, who were armed with automatic weapons. Having exhausted his ammunition, Pfc. Albanese was mortally wounded when he engaged and killed 2 more enemy soldiers in fierce hand-to-hand combat. His unparalleled actions saved the lives of many members of his platoon who otherwise would have fallen to the sniper fire from the ditch, and enabled his platoon to successfully advance against an enemy force of overwhelming numerical superiority. Pfc. Albanese's extraordinary heroism and supreme dedication to his comrades were commensurate with the finest traditions of the military service and remain a tribute to himself, his unit, and the U.S. Army.","Company B, 5th Battalion",True,"7th Cavalry, 1st Cavalry Division","Seattle, Wash.",1966-12-1,04/03/1968,10,http://www.cmohs.org/recipient-detail/3213/albanese-lewis.php," Venice, Italy","Honorary Consulate General of the Republic of the Philippines, ph??ng 19, B?nh Th?nh, H? Ch? Minh, Vietnam",106,"Albanese, Lewis",U.S. Army,Private First Class
13,,30,6,1966,27,8,1939,"For conspicuous gallantry and intrepidity in action at the risk of his life above and beyond the call of duty. Troops B and C, while conducting a reconnaissance mission along a road were suddenly attacked by a Viet Cong regiment, supported by mortars, recoilless rifles and machine guns, from concealed positions astride the road. Sgt. Long abandoned the relative safety of his armored personnel carrier and braved a withering hail of enemy fire to carry wounded men to evacuation helicopters. As the platoon fought its way forward to resupply advanced elements, Sgt. Long repeatedly exposed himself to enemy fire at point blank range to provide the needed supplies. While assaulting the Viet Cong position, Sgt. Long inspired his comrades by fearlessly standing unprotected to repel the enemy with rifle fire and grenades as they attempted to mount his carrier. When the enemy threatened to overrun a disabled carrier nearby, Sgt. Long again disregarded his own safety to help the severely wounded crew to safety. As he was handing arms to the less seriously wounded and reorganizing them to press the attack, an enemy grenade was hurled onto the carrier deck. Immediately recognizing the imminent danger, he instinctively shouted a warning to the crew and pushed to safety one man who had not heard his warning over the roar of battle. Realizing that these actions would not fully protect the exposed crewmen from the deadly explosion, he threw himself over the grenade to absorb the blast and thereby saved the lives of 8 of his comrades at the expense of his life. Throughout the battle, Sgt. Long's extraordinary heroism, courage and supreme devotion to his men were in the finest tradition of the military service, and reflect great credit upon himself and the U.S. Army.","Troop C, 1st Squadron",True,"4th Cavalry, 1st Infantry Division","Ashland, Ky.",1966-6-30,04/04/1968,10,http://www.cmohs.org/recipient-detail/3347/long-donald-russell.php," Blackfork, Ohio","Honorary Consulate General of the Republic of the Philippines, ph??ng 19, B?nh Th?nh, H? Ch? Minh, Vietnam",106,"Long, Donald Russell",U.S. Army,Sergeant
-1,,3,5,1863,29,2,1840,Was one of a party that volunteered and attempted to run the enemy's batteries with a steam tug and 2 barges loaded with subsistence stores.,Company B,True,47th Ohio Infantry,"Adrian, Mich.",1863-5-3,04/05/1917,32,http://www.cmohs.org/recipient-detail/1053/peters-henry-c.php," Monroe County, Mich.","Vicksburg, MS, USA",-90,"Peters, Henry C.",U.S. Army,Private
15,,8,11,1965,22,2,1928,"For conspicuous gallantry and intrepidity at the risk of life above and beyond the call of duty. Sp6c. Joel demonstrated indomitable courage, determination, and professional skill when a numerically superior and well-concealed Viet Cong element launched a vicious attack which wounded or killed nearly every man in the lead squad of the company. After treating the men wounded by the initial burst of gunfire, he bravely moved forward to assist others who were wounded while proceeding to their objective. While moving from man to man, he was struck in the right leg by machine gun fire. Although painfully wounded his desire to aid his fellow soldiers transcended all personal feeling. He bandaged his own wound and self-administered morphine to deaden the pain enabling him to continue his dangerous undertaking. Through this period of time, he constantly shouted words of encouragement to all around him. Then, completely ignoring the warnings of others, and his pain, he continued his search for wounded, exposing himself to hostile fire; and, as bullets dug up the dirt around him, he held plasma bottles high while kneeling completely engrossed in his life saving mission. Then, after being struck a second time and with a bullet lodged in his thigh, he dragged himself over the battlefield and succeeded in treating 13 more men before his medical supplies ran out. Displaying resourcefulness, he saved the life of 1 man by placing a plastic bag over a severe chest wound to congeal the blood. As 1 of the platoons pursued the Viet Cong, an insurgent force in concealed positions opened fire on the platoon and wounded many more soldiers. With a new stock of medical supplies, Sp6c. Joel again shouted words of encouragement as he crawled through an intense hail of gunfire to the wounded men. After the 24 hour battle subsided and the Viet Cong dead numbered 410, snipers continued to harass the company. Throughout the long battle, Sp6c. Joel never lost sight of his mission as a medical aidman and continued to comfort and treat the wounded until his own evacuation was ordered. His meticulous attention to duty saved a large number of lives and his unselfish, daring example under most adverse conditions was an inspiration to all. Sp6c. Joel's profound concern for his fellow soldiers, at the risk of his life above and beyond the call of duty are in the highest traditions of the U.S. Army and reflect great credit upon himself and the Armed Forces of his country.",Headquarters Company,True,"503d Infantry, 173d Airborne Brigade","New York City, N.Y.",1965-11-8,04/05/1967,10,http://www.cmohs.org/recipient-detail/3316/joel-lawrence.php," Winston-Salem, N.C.","Honorary Consulate General of the Republic of the Philippines, ph??ng 19, B?nh Th?nh, H? Ch? Minh, Vietnam",106,"Joel, Lawrence",U.S. Army,Specialist Sixth Class
-1,,-1,-1,-1,-1,-1,-1,"For conspicuous gallantry and intrepidity at the risk of his life above and beyond the call of duty:Sergeant First Class Paul R. Smith distinguished himself by acts of gallantry and intrepidity above and beyond the call of duty in action with an armed enemy near Baghdad International Airport, Baghdad, Iraq on 4 April 2003. On that day, Sergeant First Class Smith was engaged in the construction of a prisoner of war holding area when his Task Force was violently attacked by a company-sized enemy force. Realizing the vulnerability of over 100 fellow soldiers, Sergeant First Class Smith quickly organized a hasty defense consisting of two platoons of soldiers, one Bradley Fighting Vehicle and three armored personnel carriers. As the fight developed, Sergeant First Class Smith braved hostile enemy fire to personally engage the enemy with hand grenades and anti-tank weapons, and organized the evacuation of three wounded soldiers from an armored personnel carrier struck by a rocket propelled grenade and a 60mm mortar round. Fearing the enemy would overrun their defenses, Sergeant First Class Smith moved under withering enemy fire to man a .50 caliber machine gun mounted on a damaged armored personnel carrier. In total disregard for his own life, he maintained his exposed position in order to engage the attacking enemy force. During this action, he was mortally wounded. His courageous actions helped defeat the enemy attack, and resulted in as many as 50 enemy soldiers killed, while allowing the safe withdrawal of numerous wounded soldiers. Sergeant First Class Smith?s extraordinary heroism and uncommon valor are in keeping with the highest traditions of the military service and reflect great credit upon himself, the Third Infantry Division ?Rock of the Marne,? and the United States Army.",,False,,October 1989,-1--1--1,04/05/2005,33,http://www.cmohs.org/recipient-detail/3461/smith-paul-r.php,,"Baghdad, Iraq",44,"Smith, Paul R.",U.S. Army,Sergeant First Class
-1,,29,9,1864,-1,-1,-1,Gallantry in placing the colors of his regiment on the fort.,Company E,True,96th New York Infantry,,1864-9-29,04/06/1865,37,http://www.cmohs.org/recipient-detail/37/archer-lester.php,"Fort Ann, N.Y.","Fort Harrison, 8621 Battlefield Park Road, Henrico, VA 23231, USA",-77,"Archer, Lester",U.S. Army,Sergeant
-1,,-1,-1,-1,-1,-1,-1,Among the first to enter the enemy's works; although wounded.,Company C,True,38th U.S. Colored Troops,"At Chapins Farm, Va., 29 September 1864",-1--1--1,04/06/1865,37,http://www.cmohs.org/recipient-detail/59/barnes-william-h.php,"St. Marys County, Md.",United States,-95,"Barnes, William H.",U.S. Army,Private
-1,,29,9,1864,-1,-1,-1,"Took command of his company, all the officers having been killed or wounded, and gallantly led it.",Company G,True,5th U.S. Colored Troops,"Delaware County, Ohio",1864-9-29,04/06/1865,36,http://www.cmohs.org/recipient-detail/75/beaty-powhatan.php,"Richmond, Va.","Chapin Street, Norfolk, VA 23503, USA",-76,"Beaty, Powhatan",U.S. Army,First Sergeant
202,New York,-1,-1,-1,10,4,1870,"On board the U.S.S. New York, for entering a compartment filled with gases and rescuing a shipmate on 24 January.",,True,,,-1--1--1,04/06/1916,-1,http://www.cmohs.org/recipient-detail/2466/smith-wilhelm.php, Germany,,-1,"Smith, Wilhelm",U.S. Navy,Gunner's Mate First Class
24,,23,5,1944,9,1,1921,"For conspicuous gallantry and intrepidity at risk of life above and beyond the call of duty. Attacking across flat, open terrain under direct enemy observation, S/Sgt. Hall's company was pinned down by grazing fire from 3 enemy machineguns and harassing sniper fire. S/Sgt. Hall volunteered to eliminate these obstacles in the path of advance. Crawling along a plowed furrow through furious machinegun fire, he made his way to a point within hand grenade range of 1 of the enemy positions. He pounded the enemy with 4 hand grenades, and when the smoke had died away, S/Sgt. Hall and 2 dead Germans occupied the position, while 4 of the enemy were crawling back to our lines as prisoners. Discovering a quantity of German potato-masher grenades in the position, S/Sgt. Hall engaged the second enemy nest in a deadly exchange of grenades. Each time he exposed himself to throw a grenade the Germans fired machinegun bursts at him. The vicious duel finally ended in S/Sgt. Hall's favor with 5 of the enemy surrendered and 5 others lay dead. Turning his attention to the third machinegun, S/Sgt. Hall left his position and crawled along a furrow, the enemy firing frantically in an effort to halt him. As he neared his final objective, an enemy artillery concentration fell on the area, and S/Sgt. Hall's right leg was severed by a shellburst. With 2 enemy machineguns eliminated, his company was able to flank the third and continue its advance without incurring excessive casualties. S/Sgt. Hall's fearlessness, his determined fighting spirit, and his prodigious combat skill exemplify the heroic tradition of the American Infantryman.",,True,"135th Infantry, 34th Infantry Division","Boston, Mass.",1944-5-23,04/06/1945,41,http://www.cmohs.org/recipient-detail/2767/hall-george-j.php," Stoneham, Mass.","Anzio RM, Italy",12,"Hall, George J.",U.S. Army,Staff Sergeant
