3 judge dc?,admin action.id,admin action.state,agency,area,authority 1,authority 2,case,case issues,case.disposition,chief,date argued.day,date argued.full,date argued.month,date argued.year,date reargued.day,date reargued.full,date reargued.month,date reargued.year,date.day,date.full,date.month,date.year,decision.direction,decision.type,disagreement?,disposition,dissent agrees,docket,end.day,end.full,end.month,end.year,id.docket,issue.id,jurisdiction,laws.id,laws.type,led,lexis,lower court.direction,majority,majority assigner.id,majority assigner.long name,majority assigner.name,majority writer.id,majority writer.long name,majority writer.name,minority,name,natural court.id,origin.id,origin.name,origin.state,period,petitioner.entity,petitioner.id,petitioner.state,precedent altered?,reasons,respondent.entity,respondent.id,respondent.state,sct,source.id,source.name,source.state,split on second,start.day,start.full,start.month,start.year,term,text,unclear,unconstitutional,unusual,us,vote,winning party
False,-1,,unknown,Economic Activity,federal common law,,1946-027,1946-027-01-01,reversed and remanded,Vinson,12,12/12/1946,12,1946,12,12/12/1946,12,1946,6,1/6/1947,1,1947,liberal,court opinion,False,affirmed,False,28,23,August/23/1949,8,1949,1946-027-01,80180,rehearing or reargument,5,Other,91 L. Ed. 380,1947 U.S. LEXIS 3020,conservative,5,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,4,MACGREGOR v. WESTINGHOUSE ELECTRIC & MANUFACTURING CO.,1301,302,State Trial Court,North Carolina,1,"holder of a license or permit, or applicant therefor",177,,True,conflict between federal court and state court,"inventor, patent assigner, trademark owner or holder",172,,67 S. Ct. 421,300,State Supreme Court,North Carolina,False,24,June/24/1946,6,1946,1946,patents and copyrights: patent,False,no unconstitutionality,False,329 U.S. 402,1946-027-01-01-01,favorable disposition for petitioning party
False,117,Texas,State Agency,Economic Activity,judicial review (state level),,1946-028,1946-028-01-01,affirmed (includes modified),Vinson,12,12/12/1946,12,1946,12,12/12/1946,12,1946,6,1/6/1947,1,1947,liberal,court opinion,False,affirmed,False,75,23,August/23/1949,8,1949,1946-028-01,80100,appeal,2,Constitutional Amendment,91 L. Ed. 390,1947 U.S. LEXIS 2796,liberal,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,0,"INTERNATIONAL HARVESTER CO. v. EVATT, TAX COMMISSIONER",1301,300,State Supreme Court,North Carolina,1,"state or local governmental taxpayer, or executor of the estate of",25,Ohio,False,case did not arise on cert or cert not granted,"governmental official, or an official of an agency established under an interstate compact",19,Ohio,67 S. Ct. 444,300,State Supreme Court,North Carolina,False,24,June/24/1946,6,1946,1946,state or local government tax ,False,no unconstitutionality,False,329 U.S. 416,1946-028-01-01-01,no favorable disposition for petitioning party
True,66,,Interstate Commerce Commission,Economic Activity,statutory construction,interpretation of administrative regulation or rule,1946-029,1946-029-01-01,affirmed (includes modified),Vinson,9,12/9/1946,12,1946,9,12/9/1946,12,1946,6,1/6/1947,1,1947,conservative,court opinion,False,vacated,False,61,23,August/23/1949,8,1949,1946-029-01,80230,appeal,3,Federal Statute,91 L. Ed. 396,1947 U.S. LEXIS 2902,conservative,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,0,"UNITED STATES ET AL. v. SEATRAIN LINES, INC.",1301,54,Delaware U.S. District Court,,1,United States,27,,False,case did not arise on cert or cert not granted,"water transportation, stevedore",116,,67 S. Ct. 435,54,Delaware U.S. District Court,,False,24,June/24/1946,6,1946,1946,federal and some few state regulations of transportation regulation: boat,False,no unconstitutionality,False,329 U.S. 424,1946-029-01-01-01,no favorable disposition for petitioning party
False,117,Texas,State Agency,Economic Activity,diversity jurisdiction,,1946-030,1946-030-01-01,reversed,Vinson,18,11/18/1946,11,1946,18,11/18/1946,11,1946,6,1/6/1947,1,1947,liberal,court opinion,True,reversed,False,79,23,August/23/1949,8,1949,1946-030-01,80110,cert,-1,unknown,91 L. Ed. 402,1947 U.S. LEXIS 2797,conservative,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,0,"STEELE v. GENERAL MILLS, INC.",1301,120,Texas Northern U.S. District Court,,1,"trucking company, or motor carrier",245,,False,to resolve important or significant question,"shipper, including importer and exporter",234,,67 S. Ct. 439,25,"U.S. Court of Appeals, Fifth Circuit",,False,24,June/24/1946,6,1946,1946,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)",False,no unconstitutionality,False,329 U.S. 433,1946-030-01-01-01,favorable disposition for petitioning party
False,54,,Federal Reserve Board of Governors,Economic Activity,statutory construction,interpretation of administrative regulation or rule,1946-031,1946-031-01-01,reversed,Vinson,10,12/10/1946,12,1946,10,12/10/1946,12,1946,6,1/6/1947,1,1947,liberal,court opinion,True,reversed,False,66,23,August/23/1949,8,1949,1946-031-01,80120,cert,6,Infrequently litigated statutes,91 L. Ed. 408,1947 U.S. LEXIS 2883,conservative,9,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,81,"Douglas, William ( 04/17/1939 - 11/12/1975 )",WODouglas,0,BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM ET AL. v. AGNEW ET AL.,1301,55,District Of Columbia U.S. District Court,,1,Federal Reserve Board of Governors,354,,False,no reason given,"broker, stock exchange, investment or securities firm",119,,67 S. Ct. 411,32,"U.S. Court of Appeals, District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals, which has local jurisdiction)",,False,24,June/24/1946,6,1946,1946,federal or state regulation of securities,False,no unconstitutionality,False,329 U.S. 441,1946-031-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,statutory construction,,1946-032,1946-032-01-01,reversed,Vinson,16,12/16/1946,12,1946,16,12/16/1946,12,1946,13,1/13/1947,1,1947,liberal,court opinion,False,reversed,False,88,23,August/23/1949,8,1949,1946-032-01,80040,cert,4,Court Rules,91 L. Ed. 416,1947 U.S. LEXIS 2776,conservative,6,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,3,"JESIONOWSKI, ADMINISTRATRIX, v. BOSTON & MAINE RAILROAD",1301,80,Massachusetts U.S. District Court,,1,"employee, or job applicant, including beneficiaries of",145,,False,no reason given,railroad,231,,67 S. Ct. 401,21,"U.S. Court of Appeals, First Circuit",,False,24,June/24/1946,6,1946,1946,sufficiency of evidence: typically in the context of a jury's determination of compensation for injury or death,False,no unconstitutionality,False,329 U.S. 452,1946-032-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Criminal Procedure,judicial review (state level),,1946-033,1946-033-01-01,affirmed (includes modified),Vinson,18,11/18/1946,11,1946,18,11/18/1946,11,1946,13,1/13/1947,1,1947,conservative,court judgement,False,petition denied or appeal dismissed,False,142,23,August/23/1949,8,1949,1946-033-01,10130,cert,2,Constitutional Amendment,91 L. Ed. 422,1947 U.S. LEXIS 2777,conservative,5,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,79,"Reed, Stanley ( 01/31/1938 - 02/25/1957 )",SFReed,4,"LOUISIANA EX REL. FRANCIS v. RESWEBER, SHERIFF, ET AL.",1301,302,State Trial Court,North Carolina,1,person convicted of crime,126,,False,to resolve question presented,State,28,Louisiana,67 S. Ct. 374,300,State Supreme Court,North Carolina,False,24,June/24/1946,6,1946,1946,"cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)",False,no unconstitutionality,False,329 U.S. 459,1946-033-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Judicial Power,statutory construction,,1946-034,1946-034-01-01,affirmed (includes modified),Vinson,19,12/19/1946,12,1946,19,12/19/1946,12,1946,13,1/13/1947,1,1947,conservative,court opinion,True,affirmed,False,87,23,August/23/1949,8,1949,1946-034-01,90110,cert,4,Court Rules,91 L. Ed. 436,1947 U.S. LEXIS 2965,conservative,5,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,81,"Douglas, William ( 04/17/1939 - 11/12/1975 )",WODouglas,2,"ANDERSON, RECEIVER, v. YUNGKAU, EXECUTOR, ET AL.",1301,73,Kentucky Eastern U.S. District Court,,1,"heir, or beneficiary, or person so claiming to be",166,,False,to resolve important or significant question,"stockholder, shareholder, or bondholder",237,,67 S. Ct. 428,26,"U.S. Court of Appeals, Sixth Circuit",,False,24,June/24/1946,6,1946,1946,"Federal Rules of Civil Procedure including Supreme Court Rules, application of the Federal Rules of Evidence, Federal Rules of Appellate Procedure in civil litigation, Circuit Court Rules, and state rules and admiralty rules",False,no unconstitutionality,False,329 U.S. 482,1946-034-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Privacy,statutory construction,,1946-035,1946-035-01-01,affirmed (includes modified),Vinson,13,11/13/1946,11,1946,13,11/13/1946,11,1946,13,1/13/1947,1,1947,conservative,court opinion,False,reversed,False,47,23,August/23/1949,8,1949,1946-035-01,50040,cert,4,Court Rules,91 L. Ed. 451,1947 U.S. LEXIS 2966,conservative,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,82,"Murphy, Francis ( 02/05/1940 - 07/19/1949 )",FMurphy,0,"HICKMAN, ADMINISTRATOR, v. TAYLOR ET AL., TRADING AS TAYLOR & ANDERSON TOWING & LIGHTERAGE CO., ET AL.",1301,109,Pennsylvania Eastern U.S. District Court,,1,"employee, or job applicant, including beneficiaries of",145,,False,federal court conflict and to resolve important or significant question,"water transportation, stevedore",116,,67 S. Ct. 385,23,"U.S. Court of Appeals, Third Circuit",,False,24,June/24/1946,6,1946,1946,Freedom of Information Act and related federal or state statutes or regulations,False,no unconstitutionality,False,329 U.S. 495,1946-035-01-01-01,no favorable disposition for petitioning party
False,84,,National Railroad Adjustment Board,Judicial Power,statutory construction,interpretation of administrative regulation or rule,1946-036,1946-036-01-01,affirmed (includes modified),Vinson,10,12/10/1946,12,1946,10,12/10/1946,12,1946,13,1/13/1947,1,1947,liberal,court opinion,False,affirmed,False,63,23,August/23/1949,8,1949,1946-036-01,90320,cert,3,Federal Statute,91 L. Ed. 471,1947 U.S. LEXIS 2967,liberal,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,82,"Murphy, Francis ( 02/05/1940 - 07/19/1949 )",FMurphy,1,ORDER OF RAILWAY CONDUCTORS OF AMERICA ET AL. v. SWAN ET AL.,1301,66,Illinois Northern U.S. District Court,,1,"union, labor organization, or official of",249,,False,to resolve important or significant question,National Railroad Adjustment Board,384,,67 S. Ct. 405,27,"U.S. Court of Appeals, Seventh Circuit",,False,24,June/24/1946,6,1946,1946,judicial administration: jurisdiction or authority of federal district courts or territorial courts ,False,no unconstitutionality,False,329 U.S. 520,1946-036-01-01-01,no favorable disposition for petitioning party
False,89,,Office of Price Administration,Judicial Power,interpretation of administrative regulation or rule,statutory construction,1946-037,1946-037-01-01,reversed,Vinson,18,12/18/1946,12,1946,18,12/18/1946,12,1946,20,1/20/1947,1,1947,liberal,court opinion,False,petition denied or appeal dismissed,False,80,23,August/23/1949,8,1949,1946-037-01,90120,cert,6,Infrequently litigated statutes,91 L. Ed. 479,1947 U.S. LEXIS 2747,conservative,6,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,3,"PARKER ET AL. v. FLEMING, TEMPORARY CONTROLS ADMINISTRATOR",1301,10,Temporary Emergency U.S. Court of Appeals,,1,tenant or lessee,241,,False,to resolve important or significant question,"Office of Price Administration, or Price Administrator",389,,67 S. Ct. 463,10,Temporary Emergency U.S. Court of Appeals,,False,24,June/24/1946,6,1946,1946,judicial review of administrative agency's or administrative official's actions and procedures,False,no unconstitutionality,False,329 U.S. 531,1946-037-01-01-01,favorable disposition for petitioning party
False,24,,Department or Secretary of Defense (and Department or Secretary of War),Judicial Power,interpretation of administrative regulation or rule,,1946-038,1946-038-01-01,reversed,Vinson,7,1/7/1947,1,1947,7,1/7/1947,1,1947,20,1/20/1947,1,1947,conservative,court opinion,False,reversed,False,229,23,August/23/1949,8,1949,1946-038-01,90120,cert,-1,unknown,91 L. Ed. 485,1947 U.S. LEXIS 2748,liberal,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,0,"PATTERSON, SECRETARY OF WAR, ET AL. v. LAMB",1301,55,District Of Columbia U.S. District Court,,1,Department or Secretary of Defense (and Department or Secretary of War),324,,False,to resolve important or significant question,"person subject to selective service, including conscientious objector",142,,67 S. Ct. 448,32,"U.S. Court of Appeals, District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals, which has local jurisdiction)",,False,24,June/24/1946,6,1946,1946,judicial review of administrative agency's or administrative official's actions and procedures,False,no unconstitutionality,False,329 U.S. 539,1946-038-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Interstate Relations,judicial review (state level),,1946-039,1946-039-01-01,reversed,Vinson,9,12/9/1946,12,1946,9,12/9/1946,12,1946,20,1/20/1947,1,1947,unspecifiable,court opinion,False,affirmed,False,62,23,August/23/1949,8,1949,1946-039-01,110030,cert,1,Constitution,91 L. Ed. 488,1947 U.S. LEXIS 2962,unspecifiable,6,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,81,"Douglas, William ( 04/17/1939 - 11/12/1975 )",WODouglas,3,"MORRIS v. JONES, DIRECTOR OF INSURANCE",1301,302,State Trial Court,North Carolina,1,"insurance company, or surety",171,,False,to resolve important or significant question,"insurance company, or surety",171,,67 S. Ct. 451,300,State Supreme Court,North Carolina,False,24,June/24/1946,6,1946,1946,miscellaneous interstate relations conflict,False,no unconstitutionality,False,329 U.S. 545,1946-039-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,judicial review (national level),,1946-040,1946-040-01-01,affirmed and reversed (or vacated) in part and remanded,Vinson,20,12/20/1946,12,1946,20,12/20/1946,12,1946,20,1/20/1947,1,1947,liberal,court opinion,False,reversed,False,92,23,August/23/1949,8,1949,1946-040-01,80030,cert,1,Constitution,91 L. Ed. 504,1947 U.S. LEXIS 2963,conservative,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,81,"Douglas, William ( 04/17/1939 - 11/12/1975 )",WODouglas,0,"GARDNER, TRUSTEE, v. NEW JERSEY",1301,92,New Jersey U.S. District Court,,1,"bankrupt person or business, or business in reorganization",114,,False,to resolve important or significant question,State,28,New Jersey,67 S. Ct. 467,23,"U.S. Court of Appeals, Third Circuit",,False,24,June/24/1946,6,1946,1946,bankruptcy (except in the context of priority of federal fiscal claims),False,no unconstitutionality,False,329 U.S. 565,1946-040-01-01-01,favorable disposition for petitioning party
False,24,,Department or Secretary of Defense (and Department or Secretary of War),Economic Activity,statutory construction,,1946-041,1946-041-01-01,reversed,Vinson,20,12/20/1946,12,1946,20,12/20/1946,12,1946,20,1/20/1947,1,1947,liberal,court opinion,False,unknown,False,106,23,August/23/1949,8,1949,1946-041-01,80060,cert,6,Infrequently litigated statutes,91 L. Ed. 521,1947 U.S. LEXIS 2863,liberal,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,82,"Murphy, Francis ( 02/05/1940 - 07/19/1949 )",FMurphy,0,UNITED STATES v. THAYER-WEST POINT HOTEL CO.,1301,3,"U.S. Court of Claims, Court of Federal Claims",,1,United States,27,,False,no reason given,tenant or lessee,241,,67 S. Ct. 398,3,"U.S. Court of Claims, Court of Federal Claims",,False,24,June/24/1946,6,1946,1946,"liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action.",False,no unconstitutionality,False,329 U.S. 585,1946-041-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,statutory construction,,1946-042,1946-042-01-01,reversed,Vinson,6,1/6/1947,1,1947,6,1/6/1947,1,1947,3,2/3/1947,2,1947,liberal,court opinion,False,reversed,False,97,23,August/23/1949,8,1949,1946-042-01,80220,cert,6,Infrequently litigated statutes,91 L. Ed. 527,1947 U.S. LEXIS 2901,conservative,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,0,"KRUG, SECRETARY OF THE INTERIOR, ET AL. v. SANTA FE PACIFIC RAILROAD CO.",1301,55,District Of Columbia U.S. District Court,,1,Department or Secretary of the Interior,326,,False,to resolve important or significant question,railroad,231,,67 S. Ct. 540,32,"U.S. Court of Appeals, District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals, which has local jurisdiction)",,False,24,June/24/1946,6,1946,1946,federal or state regulation of transportation regulation: railroad,False,no unconstitutionality,False,329 U.S. 591,1946-042-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Due Process,judicial review (national level),,1946-043,1946-043-01-01,affirmed (includes modified),Vinson,8,1/8/1947,1,1947,8,1/8/1947,1,1947,3,2/3/1947,2,1947,liberal,court opinion,False,reversed,False,148,23,August/23/1949,8,1949,1946-043-01,40070,cert,2,Constitutional Amendment,91 L. Ed. 532,1947 U.S. LEXIS 2861,liberal,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,2,ALBRECHT ET AL. v. UNITED STATES,1301,86,Missouri Eastern U.S. District Court,,1,"owner, landlord, or claimant to ownership, fee interest, or possession of land as well as chattels",195,,False,federal court conflict and to resolve important or significant question,United States,27,,67 S. Ct. 606,28,"U.S. Court of Appeals, Eighth Circuit",,False,24,June/24/1946,6,1946,1946,"due process: takings clause, or other non-constitutional governmental taking of property",False,no unconstitutionality,False,329 U.S. 599,1946-043-01-01-01,no favorable disposition for petitioning party
