Address,Cardiovascular,City,County,Emergency Services,Eye,Gastrointestinal,Genitourinary,Latitude,Longitude,Musculoskeletal,Name,Nervous System,Ownership,Phone Number,Provider ID,Skin,State,Type,ZIP Code
524 DR MICHAEL DEBAKEY STREET,908,LAKE CHARLES,CALCASIEU,Yes,0,1244,1,30.215667,-93.227174,41,CHRISTUS ST PATRICK HOSPITAL,126,Voluntary non-profit - Private,3374362511,190027,923,LA,Acute Care Hospitals,70601
2055 NORTH MAIN STREET,0,TOOELE,TOOELE,Yes,336,1039,106,40.566532,-112.297006,251,MOUNTAIN WEST MEDICAL CENTER,0,Proprietary,4358433700,460014,717,UT,Acute Care Hospitals,84074
801 POINCIANA AVENUE,8,MAMOU,EVANGELINE,Yes,0,398,119,30.64108,-92.418416,100,SAVOY MEDICAL CENTER,16,Government - Hospital District or Authority,3374685261,190025,219,LA,Acute Care Hospitals,70554
34515 9TH AVENUE SOUTH,2142,FEDERAL WAY,KING,Yes,233,8136,2093,47.292554,-122.327358,1657,ST FRANCIS COMMUNITY HOSPITAL,10,Voluntary non-profit - Church,2539448100,500141,1666,WA,Acute Care Hospitals,98003
3701 E MAIN,0,WEATHERFORD,CUSTER,Yes,0,0,0,35.539267,-98.662295,0,WEATHERFORD REGIONAL HOSPITAL,0,Government - Hospital District or Authority,5807725551,371323,0,OK,Critical Access Hospitals,73096
120 PARK AVE,0,HEBRON,THAYER,Yes,0,0,0,40.160161,-97.594359,0,THAYER COUNTY HEALTH SERVICES,0,Government - Local,4027686041,281304,0,NE,Critical Access Hospitals,68370
505 SOUTH BURG ST,0,KIMBALL,KIMBALL,Yes,0,0,0,41.232976,-103.667062,0,KIMBALL HEALTH SERVICES,0,Government - Local,3082351952,281305,0,NE,Critical Access Hospitals,69145
727 EAST 1ST ST,0,MINDEN,KEARNEY,Yes,0,0,0,40.495777,-98.94255,0,KEARNEY COUNTY HEALTH SERVICES HOSPITAL,0,Government - Local,3088323400,281306,0,NE,Critical Access Hospitals,68959
60 HOSPITAL ROAD,153,LEOMINSTER,WORCESTER,Yes,406,2526,1146,42.541127,-71.761202,2953,"HEALTHALLIANCE HOSPITALS, INC",851,Voluntary non-profit - Other,9784662000,220001,2290,MA,Acute Care Hospitals,1453
"P O BOX 836, 717 NORTH BROWN ST",0,ALMA,HARLAN,Yes,0,0,0,43.368841,-84.6527,0,HARLAN COUNTY HEALTH SYSTEM,0,Voluntary non-profit - Other,3089282151,281300,0,NE,Critical Access Hospitals,68920
"P O BOX 193, 1900 F STREET",0,GENEVA,FILLMORE,Yes,0,0,0,40.524355,-97.587713,0,FILLMORE COUNTY HOSPITAL,0,Government - Local,4027593167,281301,0,NE,Critical Access Hospitals,68361
"P O BOX 433, 600 I ST",0,PAWNEE CITY,PAWNEE,Yes,0,0,0,40.108452,-96.150784,0,PAWNEE COUNTY MEMORIAL HOSPITAL,0,Government - Local,4028522231,281302,0,NE,Critical Access Hospitals,68420
"P O BOX 118, 401 SOUTH 5TH STREET",0,LYNCH,BOYD,Yes,0,0,0,42.828167,-98.468245,0,NIOBRARA VALLEY HOSPITAL,0,Voluntary non-profit - Private,4025692451,281303,0,NE,Critical Access Hospitals,68746
300 SINGLETON RIDGE ROAD,1126,CONWAY,HORRY,Yes,1,7363,1521,33.78555,-79.001784,1357,CONWAY MEDICAL CENTER,70,Voluntary non-profit - Private,8433478037,420049,1927,SC,Acute Care Hospitals,29526
1621 FRONT STREET,0,HENDERSON,YORK,Yes,0,0,0,40.782971,-97.807188,0,HENDERSON HEALTH CARE SERVICES,0,Voluntary non-profit - Private,4027234512,281308,0,NE,Critical Access Hospitals,68371
"P O BOX N, 1579 MIDLAND ST",0,SYRACUSE,OTOE,Yes,0,0,0,40.667087,-96.186223,0,COMMUNITY MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,4022692011,281309,0,NE,Critical Access Hospitals,68446
1200 EVERETT DRIVE,1717,OKLAHOMA CITY,OKLAHOMA,Yes,371,7081,1049,35.605526,-97.454501,2081,O U MEDICAL CENTER,1177,Proprietary,4052715911,370093,1419,OK,Acute Care Hospitals,73104
175 HIGH ST,418,NEWTON,SUSSEX,Yes,0,4470,442,41.058386,-74.767193,928,NEWTON MEMORIAL HOSPITAL,2,Voluntary non-profit - Private,9733832121,310028,876,NJ,Acute Care Hospitals,7860
1600 HADDON AVENUE,484,CAMDEN,CAMDEN,Yes,211,1624,189,39.928125,-75.094601,49,OUR LADY OF LOURDES MEDICAL CENTER,38,Voluntary non-profit - Private,8567573500,310029,105,NJ,Acute Care Hospitals,8103
601 HAMILTON AVE,678,TRENTON,MERCER,Yes,60,937,131,40.216339,-74.741427,647,ST FRANCIS MEDICAL CENTER,199,Voluntary non-profit - Private,6095995000,310021,1096,NJ,Acute Care Hospitals,8629
WHITEHORSE PIKE AND TOWNSEND AVENUE,450,BERLIN,CAMDEN,Yes,0,2681,955,39.782606,-74.916698,402,VIRTUA WEST JERSEY HOSPITALS BERLIN,2853,Voluntary non-profit - Private,8563223200,310022,353,NJ,Acute Care Hospitals,8009
865 STONE ST,328,RAHWAY,UNION,Yes,255,796,491,40.612883,-74.290916,900,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,558,Voluntary non-profit - Private,7323814200,310024,263,NJ,Acute Care Hospitals,7065
29 EAST 29TH ST,200,BAYONNE,HUDSON,Yes,22,1131,33,40.668052,-74.113341,27,CAREPOINT HEALTH - BAYONNE HOSPITAL CENTER,104,Voluntary non-profit - Private,2018585000,310025,69,NJ,Acute Care Hospitals,7002
ONE VETERANS DRIVE,0,MINNEAPOLIS,HENNEPIN,No,0,0,0,44.901615,-93.204663,0,MINNEAPOLIS VA MEDICAL CENTER,0,Government Federal,6127252000,24003F,0,MN,ACUTE CARE - VETERANS ADMINISTRATION,55417
GREENWAY CIRCLE,5,ERWIN,UNICOI,Yes,56,214,17,36.133418,-82.411712,68,UNICOI COUNTY MEMORIAL HOSPITAL,34,Voluntary non-profit - Private,4237433141,440001,18,TN,Acute Care Hospitals,37650
530 3RD ST NW,0,HARLOWTON,WHEATLAND,Yes,0,0,0,46.4371,-109.841367,0,WHEATLAND MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,4066324351,271321,0,MT,Critical Access Hospitals,59036
209 HEALTH PARK DR,6,LIBBY,LINCOLN,Yes,146,403,41,48.39819,-115.542233,152,CABINET PEAKS MEDICAL CENTER,0,Voluntary non-profit - Private,4062930100,271320,19,MT,Critical Access Hospitals,59923
501 SOUTH BURMA AVENUE,55,GILLETTE,CAMPBELL,Yes,80,475,21,44.290692,-105.519502,70,CAMPBELL COUNTY MEMORIAL HOSPITAL,263,Government - Hospital District or Authority,3076881551,530002,13,WY,Acute Care Hospitals,82716
305 MALLARD,0,TAYLOR,WILLIAMSON,Yes,0,0,0,30.59128,-97.415334,0,SCOTT & WHITE HOSPITAL-TAYLOR,0,Voluntary non-profit - Private,5123527611,451374,0,TX,Critical Access Hospitals,76574
921 GESSNER,1384,HOUSTON,HARRIS,Yes,3692,3692,699,29.781225,-95.545589,763,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,1210,Voluntary non-profit - Private,7132423000,450610,345,TX,Acute Care Hospitals,77024
4081 E OLYMPIC BLVD,0,LOS ANGELES,LOS ANGELES,Yes,0,0,0,34.019235,-118.186553,0,LOS ANGELES COMMUNITY HOSPITAL,0,Proprietary,3232670477,50663,0,CA,Acute Care Hospitals,90023
404 NORTH KAUFMAN STREET,0,LINDEN,CASS,Yes,0,0,0,33.013692,-94.36454,0,GOOD SHEPHARD MEDICAL CENTER-LINDEN,0,Voluntary non-profit - Private,9037565561,451302,0,TX,Critical Access Hospitals,75563
805 NORTH MAIN,0,BIG LAKE,REAGAN,Yes,0,0,0,31.197498,-101.461695,0,REAGAN MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,3258442561,451301,0,TX,Critical Access Hospitals,76932
1441 EASTLAKE AVE,0,LOS ANGELES,LOS ANGELES,No,0,0,0,34.061343,-118.204839,0,USC KENNETH NORRIS JR CANCER HOSPITAL,0,Voluntary non-profit - Other,3238653000,50660,0,CA,Acute Care Hospitals,90089
10010 KENNERLY ROAD,1063,SAINT LOUIS,SAINT LOUIS,Yes,601,6615,398,38.506606,-90.380246,1162,ST ANTHONY'S MEDICAL CENTER,483,Voluntary non-profit - Private,3145251000,260077,2129,MO,Acute Care Hospitals,63128
2251 NORTH SHORE DR,61,RHINELANDER,ONEIDA,Yes,537,1339,59,45.639325,-89.37481,370,MINISTRY SAINT MARYS HOSPITAL,0,Voluntary non-profit - Private,7153612000,520019,32,WI,Acute Care Hospitals,54501
1101 WOODSON DRIVE,0,CALDWELL,BURLESON,Yes,0,0,0,30.520785,-96.715842,0,BURLESON ST JOSEPH HEALTH CENTER,0,Voluntary non-profit - Church,9795673245,451305,0,TX,Critical Access Hospitals,77836
1515 UNION AVE,65,MOBERLY,RANDOLPH,Yes,284,682,138,39.423842,-92.413541,371,MOBERLY REGIONAL MEDICAL CENTER,62,Proprietary,6602638400,260074,288,MO,Acute Care Hospitals,65270
107 6TH AVE SW,0,RONAN,LAKE,Yes,0,0,0,47.529018,-114.107004,0,ST LUKE COMMUNITY HOSPITAL,0,Voluntary non-profit - Private,4066764441,271325,0,MT,Critical Access Hospitals,59864
2500 HWY 305 SOUTH,0,MCCAMEY,UPTON,Yes,0,0,0,31.114177,-102.211103,0,MCCAMEY HOSPITAL,0,Government - Hospital District or Authority,4326528626,451309,0,TX,Critical Access Hospitals,79752
375 LAGUNA HONDA BLVD,0,SAN FRANCISCO,SAN FRANCISCO,No,0,0,0,37.747287,-122.459234,0,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,0,Voluntary non-profit - Other,4157592300,50668,0,CA,Acute Care Hospitals,94116
1535 SLATE CREEK ROAD,26,GRUNDY,BUCHANAN,Yes,0,784,11,37.290636,-82.064222,44,BUCHANAN GENERAL HOSPITAL,18,Voluntary non-profit - Private,2769351000,490127,15,VA,Acute Care Hospitals,24614
900 W CLAIREMONT AVE,219,EAU CLAIRE,EAU CLAIRE,Yes,32,1651,915,44.794599,-91.511051,984,SACRED HEART HOSPITAL,597,Voluntary non-profit - Church,7157174121,520013,1188,WI,Acute Care Hospitals,54701
130 MEDICAL CIRCLE,0,NASHVILLE,HOWARD,Yes,0,0,0,33.949713,-93.880411,0,HOWARD MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,8708454400,41311,0,AR,Critical Access Hospitals,71852
HIGHWAY 14 EAST,0,MOUNTAIN VIEW,STONE,Yes,0,0,0,35.601611,-91.287888,0,STONE COUNTY MEDICAL CENTER,0,Voluntary non-profit - Private,8702694361,41310,0,AR,Critical Access Hospitals,72560
2500 HIGHWAY 65 SOUTH,0,CLINTON,VAN BUREN,Yes,0,0,0,35.559199,-92.452208,0,OZARK HEALTH,0,Voluntary non-profit - Private,5017457004,41313,0,AR,Critical Access Hospitals,72031
1800 BYPASS ROAD,0,HEBER SPRINGS,CLEBURNE,Yes,0,0,0,35.480773,-92.000534,0,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,0,Voluntary non-profit - Private,5018873000,41312,0,AR,Critical Access Hospitals,72543
2823 FRESNO STREET,0,FRESNO,FRESNO,Yes,0,0,0,36.742929,-119.784165,0,COMMUNITY REGIONAL MEDICAL CENTER,0,Voluntary non-profit - Private,5594596000,50060,0,CA,Acute Care Hospitals,93715
201 CLIFTON STREET,0,FORDYCE,DALLAS,Yes,0,0,0,33.808977,-92.42544,0,DALLAS COUNTY MEDICAL CENTER,0,Government - Local,8703526300,41317,0,AR,Critical Access Hospitals,71742
611 WEST LEE AVENUE,0,OSCEOLA,MISSISSIPPI,Yes,0,0,0,35.699715,-89.975731,0,SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER,0,Government - Local,8705637000,41316,0,AR,Critical Access Hospitals,72370
1306 WEST COLLIN RAYE DRIVE,0,DE QUEEN,SEVIER,Yes,0,0,0,34.046113,-94.357833,0,"DE QUEEN MEDICAL CENTER, INC",0,Voluntary non-profit - Other,8705844111,41319,0,AR,Critical Access Hospitals,71832
880 WEST MAIN,0,BOONEVILLE,LOGAN,Yes,0,0,0,35.141165,-93.936249,0,MERCY HOSPITAL BOONEVILLE,0,Voluntary non-profit - Private,4796752800,41318,0,AR,Critical Access Hospitals,72927
600 GRESHAM DR,1615,NORFOLK,NORFOLK CITY,Yes,293,4469,414,36.862801,-76.303509,310,SENTARA NORFOLK GENERAL HOSPITAL,798,Voluntary non-profit - Other,7573883000,490007,327,VA,Acute Care Hospitals,23507
2525 N BROADWAY,0,RED LODGE,CARBON,Yes,0,0,0,45.212017,-109.243945,0,BEARTOOTH BILLINGS CLINIC,0,Voluntary non-profit - Private,4064462345,271326,0,MT,Critical Access Hospitals,59068
1100 WEST STEWART DR,0,ORANGE,ORANGE,Yes,0,0,0,33.78214,-117.864951,0,ST JOSEPH HOSPITAL,0,Voluntary non-profit - Church,7146339111,50069,0,CA,Acute Care Hospitals,92868
901 WEST BEN WHITE BLVD,381,AUSTIN,TRAVIS,Yes,0,673,205,30.22637,-97.774343,1059,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,14,Proprietary,5124487107,450713,138,TX,Acute Care Hospitals,78704
"1619 K HIGHWAY 66, PO BOX 127",0,GALENA,CHEROKEE,No,0,0,0,37.074862,-94.657961,0,PREMIER SURGICAL INSTITUTE,0,Government - Local,6207831732,170203,0,KS,Acute Care Hospitals,66739
1600 MORGAN STREET,20,KEOKUK,LEE,Yes,232,396,156,40.406948,-91.388196,33,KEOKUK AREA HOSPITAL,37,Voluntary non-profit - Private,3195247150,160008,12,IA,Acute Care Hospitals,52632
800 MEADOWS RD,798,BOCA RATON,PALM BEACH,Yes,0,448,1122,26.358767,-80.101737,529,BOCA RATON REGIONAL HOSPITAL,351,Voluntary non-profit - Private,5613625002,100168,1238,FL,Acute Care Hospitals,33486
575 NORTH RIVER STREET,877,WILKES-BARRE,LUZERNE,Yes,0,1979,745,41.258604,-75.867294,945,WILKES-BARRE GENERAL HOSPITAL,270,Voluntary non-profit - Private,5708298111,390137,677,PA,Acute Care Hospitals,18764
1111 EAST MCDOWELL ROAD,0,PHOENIX,MARICOPA,Yes,0,0,0,33.465137,-112.057972,0,BANNER GOOD SAMARITAN MEDICAL CENTER,0,Voluntary non-profit - Other,6022392000,30002,0,AZ,Acute Care Hospitals,85006
3333 RIVERBEND DRIVE,2131,SPRINGFIELD,LANE,Yes,81,5216,774,44.080908,-123.026475,1186,SACRED HEART MEDICAL CENTER - RIVERBEND,119,Voluntary non-profit - Private,5412227300,380102,122,OR,Acute Care Hospitals,97477
2875 NW STUCKI AVE,0,HILLSBORO,WASHINGTON,Yes,0,0,0,45.540134,-122.87694,0,KAISER FOUNDATION HOSPITAL - WESTSIDE,0,Voluntary non-profit - Private,9713105700,380103,0,OR,Acute Care Hospitals,97124
235 W 6TH ST,1192,RENO,WASHOE,Yes,0,1328,1328,39.532612,-119.818498,364,SAINT MARY'S REGIONAL MEDICAL CENTER,45,Voluntary non-profit - Private,7757703000,290009,275,NV,Acute Care Hospitals,89503
2001 ERRECART BLVD,19,ELKO,ELKO,Yes,55,536,223,40.823337,-115.731595,730,NORTHEASTERN NEVADA REGIONAL HOSPITAL,243,Proprietary,7757385151,290008,812,NV,Acute Care Hospitals,89801
1155 MILL STREET,503,RENO,WASHOE,Yes,1368,3126,2796,39.525535,-119.795778,2819,RENOWN REGIONAL MEDICAL CENTER,586,Voluntary non-profit - Other,7759824100,290001,1554,NV,Acute Care Hospitals,89502
1600 WEST GIRARD AVENUE,0,PHILADELPHIA,PHILADELPHIA,Yes,0,1,0,39.971627,-75.163436,0,ST JOSEPH'S HOSPITAL,0,Voluntary non-profit - Private,2157872000,390132,0,PA,Acute Care Hospitals,19130
3186 S MARYLAND PKWY,611,LAS VEGAS,CLARK,Yes,3,1553,247,36.133197,-115.135905,698,SUNRISE HOSPITAL AND MEDICAL CENTER,38,Proprietary,7027318000,290003,1934,NV,Acute Care Hospitals,89109
254 HIGHWAY 3048,25,RAYVILLE,RICHLAND,Yes,24,306,0,32.469607,-91.750576,0,RICHARDSON MEDICAL CENTER,0,Government - Hospital District or Authority,3187284181,190151,149,LA,Acute Care Hospitals,71269
1409 EAST LAKE MEAD BLVD,268,NORTH LAS VEGAS,CLARK,Yes,0,37,2,36.195005,-115.122845,217,NORTH VISTA HOSPITAL,0,Proprietary,7026575504,290005,243,NV,Acute Care Hospitals,89030
100 LANCASTER AVE,859,WYNNEWOOD,MONTGOMERY,Yes,406,2761,482,39.988527,-75.260486,1523,MAIN LINE HOSPITAL LANKENAU,2310,Voluntary non-profit - Private,6106452000,390195,193,PA,Acute Care Hospitals,19096
1800 W CHARLESTON BLVD,7592,LAS VEGAS,CLARK,Yes,0,41672,10731,36.160111,-115.167077,20005,UMC OF SOUTHERN NEVADA,2127,Government - Local,7023832000,290007,37709,NV,Acute Care Hospitals,89102
801 EAST WILLIAMS AVENUE,35,FALLON,CHURCHILL,Yes,0,753,28,39.476377,-118.766001,170,BANNER CHURCHILL COMMUNITY HOSPITAL,0,Voluntary non-profit - Private,7754233151,290006,8,NV,Acute Care Hospitals,89406
300 PROSPECT AVE,0,HOT SPRINGS,GARLAND,Yes,0,0,0,34.510132,-93.056262,0,LEO N LEVI NATIONAL ARTHRITIS HOSPITAL,0,Voluntary non-profit - Private,5016241281,40132,0,AR,Acute Care Hospitals,71901
2215 WILDWOOD AVENUE,0,SHERWOOD,PULASKI,Yes,0,0,0,34.813034,-92.208204,0,ST VINCENT MEDICAL CENTER/NORTH,0,Voluntary non-profit - Private,5015527100,40137,0,AR,Acute Care Hospitals,72120
1701 S SHACKLEFORD ROAD,0,LITTLE ROCK,PULASKI,Yes,0,0,0,34.73905,-92.393303,0,ARKANSAS HEART HOSPITAL,0,Proprietary,5012197000,40134,0,AR,Acute Care Hospitals,72211
SIDNEY & LAMONT STREETS,0,MOUNTAIN HOME,WASHINGTON,No,0,0,0,36.313218,-82.364762,0,MOUNTAIN HOME VA MEDICAL CENTER,0,Government Federal,4239261171,44016F,0,TN,ACUTE CARE - VETERANS ADMINISTRATION,37684
610 WEST BYPASS,0,DRUMRIGHT,CREEK,Yes,0,0,0,35.990425,-96.607647,0,DRUMRIGHT REGIONAL HOSPITAL,0,Proprietary,9183822300,371331,0,OK,Critical Access Hospitals,74030
ONE WICKERSHAM DRIVE,0,MANGUM,GREER,Yes,0,0,0,34.891821,-99.501319,0,QUARTZ MOUNTAIN MEDICAL CENTER,0,Proprietary,5807823353,371330,0,OK,Critical Access Hospitals,73554
309 NORTH 14TH,0,OKEMAH,OKFUSKEE,Yes,0,0,0,35.434742,-96.317403,0,CREEK NATION COMMUNITY HOSPITAL,0,Tribal,9186231424,371333,0,OK,Critical Access Hospitals,74859
HIGHWAY 60 & 281,0,SEILING,DEWEY,Yes,0,0,0,36.153038,-98.924213,0,SEILING COMMUNITY HOSPITAL,0,Proprietary,5809227361,371332,0,OK,Critical Access Hospitals,73663
401 NORTHWEST H STREET,0,STIGLER,HASKELL,Yes,0,0,0,35.260806,-95.12824,0,HASKELL COUNTY COMMUNITY HOSPITAL,0,Government - Hospital District or Authority,9189674682,371335,0,OK,Critical Access Hospitals,74462
102 NORTH BROADWAY,0,CARNEGIE,CADDO,Yes,0,0,0,35.108906,-98.604878,0,CARNEGIE TRI-COUNTY MUNICIPAL HOSPITAL,0,Government - Hospital District or Authority,5806541050,371334,0,OK,Critical Access Hospitals,73015
ONE MEDICAL PARK BLVD,480,BRISTOL,SULLIVAN,Yes,0,1350,397,36.58587,-82.257027,410,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,802,Government - Hospital District or Authority,4238441121,440012,81,TN,Acute Care Hospitals,37620
720 BLACKBURN ROAD,412,SEWICKLEY,ALLEGHENY,Yes,1730,2143,465,40.543454,-80.177601,370,HERITAGE VALLEY SEWICKLEY,78,Voluntary non-profit - Private,4127416600,390037,33,PA,Acute Care Hospitals,15143
2808 SOUTH 143RD PLZ,0,OMAHA,DOUGLAS,Yes,0,3,34,41.232734,-96.135383,3004,NEBRASKA ORTHOPAEDIC HOSPITAL,342,Physician,4026091600,280129,92,NE,Acute Care Hospitals,68144
301 W BOUNDARY STREET,50,WINNFIELD,WINN,Yes,69,380,43,31.924978,-92.645101,47,WINN PARISH MEDICAL CENTER,0,Proprietary,3186483000,190090,376,LA,Acute Care Hospitals,71483
55 LAKE AVENUE NORTH,1350,WORCESTER,WORCESTER,Yes,202,14296,1420,42.277213,-71.760762,11770,UMASS MEMORIAL MEDICAL CENTER INC,5100,Voluntary non-profit - Private,5083341000,220163,13118,MA,Acute Care Hospitals,1655
CARRETERA #2 KM 11 7,0,BAYAMON,BAYAMON,Yes,0,0,0,18.365894,-66.175629,0,HOSPITAL HERMANOS MELENDEZ INC,0,Proprietary,7876208181,400032,0,PR,Acute Care Hospitals,960
1111 CRATER LAKE AVENUE,305,MEDFORD,JACKSON,Yes,0,174,60,42.339632,-122.8622,72,PROVIDENCE MEDFORD MEDICAL CENTER,290,Voluntary non-profit - Church,5417325196,380075,30,OR,Acute Care Hospitals,97504
551 HILL COUNTRY DRIVE,416,KERRVILLE,KERR,Yes,1325,5763,373,30.043925,-99.15243,1387,PETERSON REGIONAL MEDICAL CENTER,2143,Voluntary non-profit - Private,8308964200,450007,1081,TX,Acute Care Hospitals,78028
608 STRICKLAND DRIVE,17,ORANGE,ORANGE,Yes,0,494,9,30.100074,-93.766435,15,MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL,0,Voluntary non-profit - Private,4098839361,450005,0,TX,Acute Care Hospitals,77630
1401 W SEMINOLE BLVD,277,SANFORD,SEMINOLE,Yes,0,915,146,28.814621,-81.283635,200,CENTRAL FLORIDA REGIONAL HOSPITAL,59,Proprietary,4073214500,100161,209,FL,Acute Care Hospitals,32771
"1710 SOUTH 70TH ST, SUITE 200",0,LINCOLN,LANCASTER,No,3839,110,68,40.794883,-96.623711,1849,LINCOLN SURGICAL HOSPITAL,0,Proprietary,4024849090,280127,21,NE,Acute Care Hospitals,68506
2001 N OREGON ST,451,EL PASO,EL PASO,Yes,0,1196,940,31.770677,-106.500496,2105,PROVIDENCE MEMORIAL HOSPITAL,35,Proprietary,9155776011,450002,3006,TX,Acute Care Hospitals,79902
2700 WEST NORFOLK AVE,242,NORFOLK,MADISON,Yes,0,275,169,42.032556,-97.450987,306,FAITH REGIONAL HEALTH SERVICES,171,Voluntary non-profit - Private,4023714880,280125,406,NE,Acute Care Hospitals,68701
200 STONECREST BOULEVARD,145,SMYRNA,RUTHERFORD,Yes,0,1831,320,35.975001,-86.565478,338,TRISTAR STONECREST MEDICAL CENTER,268,Proprietary,6157682000,440227,59,TN,Acute Care Hospitals,37167
3000 W MAIN ST,1,CLARKSVILLE,RED RIVER,Yes,18,257,0,33.61197,-95.09942,0,ETMC CLARKSVILLE,29,Voluntary non-profit - Other,9034273851,450188,8,TX,Acute Care Hospitals,75426
504 LIPSCOMB STREET,0,BONHAM,FANNIN,Yes,0,0,0,33.578243,-96.16657,0,RED RIVER REGIONAL HOSPITAL,0,Proprietary,9036407311,451370,0,TX,Critical Access Hospitals,75418
801 EAST THIRD,1,HEREFORD,DEAF SMITH,Yes,0,206,1,34.820315,-102.391915,21,HEREFORD REGIONAL MEDICAL CENTER,0,Government - Hospital District or Authority,8063642141,450155,13,TX,Acute Care Hospitals,79045
2525 CHICAGO AVENUE SOUTH,0,MINNEAPOLIS,HENNEPIN,Yes,0,0,0,44.956566,-93.261796,0,CHILDREN'S HOSPITALS & CLINICS OF MN,0,Voluntary non-profit - Private,6128136112,243302,0,MN,Childrens,55404
CARR 172  EXIT 21 URB TURABO GARDENS,0,CAGUAS,CAGUAS,Yes,0,0,0,18.221067,-66.052943,0,HOSPITAL MENONITA CAGUAS INC,0,Voluntary non-profit - Private,7877443141,400104,0,PR,Acute Care Hospitals,725
4300 BARTLETT ST,0,HOMER,KENAI PENINSULA,Yes,0,0,0,59.65311,-151.548043,0,SOUTH PENINSULA HOSPITAL,0,Voluntary non-profit - Private,9072358101,21313,0,AK,Critical Access Hospitals,99603
P O BOX 29,0,BARROW,NORTH SLOPE,Yes,0,0,0,71.290556,-156.788611,0,SAMUEL SIMMONDS MEMORIAL HOSPITAL,0,Government - Federal,9078524611,21312,0,AK,Critical Access Hospitals,99723
3100 TONGASS AVENUE,0,KETCHIKAN,KETCHIKAN GATEWAY,Yes,0,0,0,55.353735,-131.686348,0,PEACEHEALTH KETCHIKAN MEDICAL CENTER,0,Voluntary non-profit - Church,9072255171,21311,0,AK,Critical Access Hospitals,99901
1301 CARLISLE ST,267,NATRONA,ALLEGHENY,Yes,981,4233,413,40.618767,-79.736921,909,ALLE KISKI MEDICAL CENTER,36,Voluntary non-profit - Other,4122245100,390032,806,PA,Acute Care Hospitals,15065
19600 EAST 39TH STREET,533,INDEPENDENCE,JACKSON,Yes,8,1761,150,39.049437,-94.348814,1221,CENTERPOINT MEDICAL CENTER,1152,Voluntary non-profit - Private,8166987000,260095,1660,MO,Acute Care Hospitals,64057
FOURTH AND WALNUT STREETS,515,LEBANON,LEBANON,Yes,0,122,780,40.337144,-76.417499,452,GOOD SAMARITAN HOSPITAL,0,Voluntary non-profit - Other,7172707500,390066,1872,PA,Acute Care Hospitals,17042
1225 WILSHIRE BOULEVARD,0,LOS ANGELES,LOS ANGELES,Yes,0,0,0,34.054593,-118.265191,0,GOOD SAMARITAN HOSPITAL,0,Proprietary,2139772121,50471,0,CA,Acute Care Hospitals,90017
700 EAST NORWEGIAN STREET,50,POTTSVILLE,SCHUYLKILL,Yes,2,71,8,40.691009,-76.186822,144,SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET,3,Voluntary non-profit - Church,5706214000,390031,420,PA,Acute Care Hospitals,17901
105 NASON DRIVE,61,ROARING SPRING,BLAIR,Yes,531,1744,97,40.337773,-78.387888,449,NASON HOSPITAL,476,Voluntary non-profit - Private,8142242141,390062,319,PA,Acute Care Hospitals,16673
"525 BRANSON LANDING BLVD, PO BOX 650",507,BRANSON,TANEY,Yes,171,2660,257,36.641728,-93.214082,486,COX MEDICAL CENTER BRANSON,2829,Voluntary non-profit - Private,4173357000,260094,297,MO,Acute Care Hospitals,65615
8401 MARKET STREET,154,BOARDMAN,MAHONING,Yes,1998,4700,1183,40.994981,-80.661916,730,ST ELIZABETH BOARDMAN HEALTH CENTER,97,Voluntary non-profit - Church,3307292929,360276,699,OH,Acute Care Hospitals,44512
6439 GARNERS FERRY ROAD,0,COLUMBIA,RICHLAND,No,0,0,0,33.975355,-80.959607,0,COLUMBIA SC VA MEDICAL CENTER,0,Government Federal,8036957980,42011F,0,SC,ACUTE CARE - VETERANS ADMINISTRATION,29209
ONE ELIZABETH PLACE,0,DAYTON,MONTGOMERY,Yes,590,300,168,39.74718,-84.199294,0,MEDICAL CENTER AT ELIZABETH PLACE,0,Government - Federal,9378531053,360274,0,OH,Acute Care Hospitals,45408
9100 W 74TH STREET,581,SHAWNEE MISSION,JOHNSON,Yes,1,817,91,38.995666,-94.690741,1864,SHAWNEE MISSION MEDICAL CENTER,2704,Voluntary non-profit - Church,9136762151,170104,6948,KS,Acute Care Hospitals,66204
1500 HIGHLANDS DRIVE,65,LITITZ,LANCASTER,Yes,0,7,86,40.135297,-76.307244,14,HEART OF LANCASTER REGIONAL MEDICAL CENTER,4,Proprietary,7176255000,390068,450,PA,Acute Care Hospitals,17543
100 OLD JEFFERSON ST,0,CELINA,CLAY,Yes,0,0,0,36.545519,-85.505301,0,CUMBERLAND RIVER HOSPITAL,0,Physician,9312433581,440141,0,TN,Acute Care Hospitals,38551
