age,category,citizenship,company.name,company.type,country code,founded,from emerging,gdp,gender,industry,inherited,name,rank,region,relationship,sector,was founder,was political,wealth.type,worth in billions,year
69,Non-Traded Sectors,Sweden,IKEA,new,SWE,1943,True,288000000000.0,male,"Retail, Restaurant",True,Ingvar Kamprad,234,Europe,founder,furniture,True,False,founder non-finance,1.7,1996
72,Financial,Mexico,Groupo Casa Saba,aquired,MEX,1892,True,397000000000.0,male,Diversified financial,True,Isaac Saba Raffoul,363,Latin America,founder,pharmaceuticals,True,False,self-made finance,1.1,1996
-1,Traded Sectors,Japan,,,JPN,0,True,4710000000000.0,,Consumer,True,Isono family,356,East Asia,,,True,False,,1.1,1996
-1,Non-Traded Sectors,United States,Enterprise,new,USA,1957,True,8100000000000.0,male,"Retail, Restaurant",True,Jack Taylor,421,North America,founder,rental cars,True,False,founder non-finance,1.0,1996
-1,Traded Sectors,United States,"Mars, Incorperated",new,USA,1911,True,8100000000000.0,female,Consumer,True,Jacqueline Mars,99,North America,relation,candy,True,False,inherited,3.0,1996
-1,Financial,France,Laboratories Servier,new,FRA,1954,True,1610000000000.0,male,Diversified financial,True,Jacques Servier,188,Europe,founder,pharmaceuticals,True,False,self-made finance,2.0,1996
-1,Financial,Philippines,Ayala Corporation,new,PHL,1834,True,82848194406.0,male,Money Management,True,Jaime Augusto Zobel de Ayala,123,East Asia,relation,construcion,True,False,inherited,2.6,1996
-1,Traded Sectors,Chile,,,CHL,0,True,75800000000.0,male,Consumer,True,Jaime Said Demarfa,297,Latin America,,,True,False,executive,1.3,1996
-1,Resource Related,Canada,J.D. Irving,new,CAN,1882,True,627000000000.0,male,Energy,True,James Arthur and John Irving,70,North America,relation,timber,True,False,inherited,3.5,1996
71,Financial,United States,Cargill,new,USA,1865,True,8100000000000.0,male,Money Management,True,James Cargill,274,North America,relation,food processing/commodities,True,False,inherited,1.5,1996
53,New Sectors,United States,SAS institute,new,USA,1976,True,8100000000000.0,male,Technology-Computer,True,James Goodnight,207,North America,founder,software,True,False,founder non-finance,2.0,1996
46,Traded Sectors,United States,"Oakley, Inc",new,USA,1975,True,8100000000000.0,male,Consumer,True,James Jannard,410,North America,founder,apparel and eyewear,True,False,founder non-finance,1.0,1996
77,Non-Traded Sectors,United States,JM Family Enterprises,new,USA,1968,True,8100000000000.0,male,"Retail, Restaurant",True,James Moran,420,North America,founder,auto dealerships,True,False,founder non-finance,1.0,1996
74,Financial,United States,Sorenson Companies,new,USA,1977,True,8100000000000.0,male,Real Estate,True,James Sorenson,290,North America,founder,real estate,True,False,self-made finance,1.4,1996
-1,Financial,Kuwait,Kharafi Group,new,KWT,1956,True,31492936826.0,male,Money Management,True,Jassim Al-Kharafi,95,Middle East/North Africa,relation,diversified investments,True,False,inherited,3.0,1996
-1,Financial,United States,Hyatt,aquired,USA,1957,True,8100000000000.0,male,Real Estate,True,Jay and Arthur Pritzker,100,North America,relation,hotels,True,False,inherited,3.0,1996
71,Traded Sectors,United States,Amway,new,USA,1959,True,8100000000000.0,male,Consumer,True,Jay Van Andel,87,North America,founder,consumer goods,True,False,founder non-finance,3.2,1996
57,Traded Sectors,France,Hermes,new,FRA,1837,True,1610000000000.0,male,Consumer,True,Jean-Louis Dumas,111,Europe,relation,luxury fashion,True,False,inherited,2.7,1996
-1,Financial,Taiwan,Koos Group,new,Taiwan,1930,True,0.0,male,Money Management,True,Jeffrey Koo Sr,179,East Asia,relation,,True,False,inherited,2.1,1996
70,Non-Traded Sectors,Mexico,Aurrera,new,MEX,1958,True,397000000000.0,male,"Retail, Restaurant",True,Jeronimo Arango,398,Latin America,founder,supermarkets,True,False,founder non-finance,1.0,1996
48,Non-Traded Sectors,United States,Walmart, new,USA,1962,True,8100000000000.0,male,"Retail, Restaurant",True,Jim Walton,39,North America,relation,retail,True,False,inherited,4.8,1996
-1,Non-Traded Sectors,United States,McDonald's,new,USA,1940,True,8100000000000.0,female,"Retail, Restaurant",True,Joan Kroc,240,North America,relation,restaurants,True,False,inherited,1.7,1996
68,Traded Sectors,Germany,BMW,new,DEU,1916,True,2500000000000.0,female,Consumer,True,Johanna Quandt,11,Europe,relation,cars,True,False,inherited,8.1,1996
79,New Sectors,United States,Boston Scientific,new,USA,1979,True,8100000000000.0,male,Technology-Medical,True,John Abele,273,North America,founder,medical devices,True,False,founder non-finance,1.5,1996
52,Traded Sectors,Ireland,Campbell Soup,aquired,IRL,1869,True,75700000000.0,male,Consumer,True,John Dorrance,232,Europe,relation,soup,True,False,inherited,1.7,1996
-1,Financial,Philippines,JG Summit Holdings,new,PHL,1957,True,82848194406.0,male,Diversified financial,True,John Gokongwei,196,East Asia,founder,manufacturing,True,False,self-made finance,2.0,1996
-1,Non-Traded Sectors,Germany,,,DEU,0,True,2500000000000.0,male,Media,True,John Jahr,259,Europe,,media,True,False,inherited,1.5,1996
81,Non-Traded Sectors,United States,Metropolitan Broadcasting Corporation,new,USA,1956,True,8100000000000.0,male,Media,True,John Kluge,15,North America,chairman,media,True,False,executive,7.2,1996
-1,Financial,Greece,EFG International,new,GRC,1938,True,147000000000.0,male,Money Management,True,John Latsis,120,Europe,relation,shipping,True,False,inherited,2.6,1996
59,Traded Sectors,United States,"Mars, Incorperated",new,USA,1911,True,8100000000000.0,male,Consumer,True,John Mars,98,North America,relation,candy,True,False,inherited,3.0,1996
54,New Sectors,United States,SAS institute,new,USA,1976,True,8100000000000.0,male,Technology-Computer,True,John Sall,409,North America,founder,software,True,False,founder non-finance,1.0,1996
87,Traded Sectors,United States,J.R. Simplot Company,new,USA,1929,True,8100000000000.0,male,Consumer,True,John Simplot,217,North America,founder,agricultural products,True,False,founder non-finance,1.9,1996
57,Resource Related,Netherlands,BCD Holdings,new,NLD,1975,True,443000000000.0,male,Energy,True,John van Vlissingen,137,Europe,founder,travel company,True,False,privatized and resources,2.5,1996
50,Traded Sectors,United States,Walmart, new,USA,1962,True,8100000000000.0,male,Consumer,True,John Walton,38,North America,relation, retail,True,False,inherited,4.8,1996
58,Traded Sectors,United States,Huntsman chemical,new,USA,1982,True,8100000000000.0,male,Non-consumer industrial,True,Jon Huntsman,146,North America,founder,chemicals,True,False,founder non-finance,2.5,1996
-1,Resource Related,Mexico,Grupo Mexico,privatized,MEX,1990,True,397000000000.0,male,Mining and metals,True,Jorge Larrea,283,Latin America,owner,copper,True,False,privatized and resources,1.4,1996
-1,Finance,Chile,,,CHL,0,True,75800000000.0,male,banking,True,Jose Said Saffie,296,Latin America,,,True,False,self-made finance,1.3,1996
-1,Non-Traded Sectors,United States,Levi Strauss & co,new,USA,1853,True,8100000000000.0,female,"Retail, Restaurant",True,Josephine Haas,333,North America,relation,jeans,True,False,inherited,1.2,1996
-1,Financial,Spain,Acciona Trasmediterranea,new,ESP,1916,True,641000000000.0,male,Diversified financial,True,Juan and Carlos March,364,Europe,relation,shipping,True,False,inherited,1.1,1996
-1,Financial,Saudi Arabia,Juffali Group,new,SAU,1946,True,158000000000.0,,Diversified financial,True,Juffali family,267,Middle East/North Africa,,electricity,True,False,inherited,1.5,1996
60,Financial,Brazil,Banco Bozano Simonsen,new,BRA,1960,True,854000000000.0,male,Money Management,True,Julio Bozano,127,Latin America,founder,banking,True,False,self-made finance,2.5,1996
72,Traded Sectors,Colombia,Santo Domingo Group,aquired,COL,1889,True,97200000000.0,male,Consumer,True,Julio Mario Santo Domingo,299,Latin America,founder,beer,True,False,founder non-finance,1.3,1996
-1,Traded Sectors,Japan,,,JPN,0,True,4710000000000.0,,Non-consumer industrial,True,Junichi Murata,396,East Asia,,,True,False,,1.0,1996
-1,Resource Related,Japan,Bridgestone Corp,new,JPN,1931,True,4710000000000.0,male,Mining and metals,True,Kanichiro Ishibashi,148,East Asia,relation,tires,True,False,inherited,2.4,1996
-1,Traded Sectors,Germany,Diehl Stiftung,new,DEU,1902,True,2500000000000.0,male,Non-consumer industrial,True,Karl Diehl,256,Europe,relation,armaments,True,False,inherited,1.5,1996
72,Non-Traded Sectors,Germany,Massa,new,DEU,1965,True,2500000000000.0,male,"Retail, Restaurant",True,Karl-Heinz Kipp,107,Europe,founder,retail,True,False,founder non-finance,2.8,1996
-1,Non-Traded Sectors,United States,Albertsons,new,USA,1939,True,8100000000000.0,female,"Retail, Restaurant",True,Kathryn McCurry Albertson,338,North America,relation,groceries,True,False,inherited,1.2,1996
-1,New Sectors,Japan,Kyocera,new,JPN,1959,True,4710000000000.0,male,Technology-Computer,True,Kazuo Inamori,355,East Asia,founder,electronics,True,False,founder non-finance,1.1,1996
-1,Financial,Japan,Nichiei,new,JPN,1963,True,4710000000000.0,male,Money Management,True,Kazuo Matsuda,165,East Asia,founder,small-company lending,True,False,self-made finance,2.2,1996
-1,Traded Sectors,Japan,Suntory,new,JPN,1899,True,4710000000000.0,male,Consumer,True,Keizo Saji,84,East Asia,relation,brewery,True,False,inherited,3.2,1996
-1,Traded Sectors,Japan,Mabuchi Motor Company,new,JPN,1946,True,4710000000000.0,male,Non-consumer industrial,True,Kenichi Mabuchi,354,East Asia,founder,electric motors,True,False,founder non-finance,1.1,1996
-1,Traded Sectors,Japan,Heiwa,new,JPN,1946,True,4710000000000.0,male,Consumer,True,Kenkichi Nakajima,248,East Asia,founder,pachinko,True,False,founder non-finance,1.6,1996
72,Non-Traded Sectors,Canada,Thomson Corporation (now Thomson Reuters),acquired,CAN,1934,True,627000000000.0,male,Media,True,Kenneth Thomson,14,North America,relation,media,True,False,inherited,7.4,1996
48,Non-Traded Sectors,United States,Excel Communications,new,USA,1988,True,8100000000000.0,male,Media,True,Kenneth Troutt,292,North America,founder,telecomm,True,False,founder non-finance,1.4,1996
-1,Non-Traded Sectors,United States,Teletech,new,USA,1982,True,8100000000000.0,male,Media,True,Kenneth Tuchman,411,North America,founder,outsourcing,True,False,founder non-finance,1.0,1996
48,Financial,Japan,SFCG,new,JPN,1978,True,4710000000000.0,male,Money Management,True,Kenshin Oshima,262,East Asia,president,banking,True,False,self-made finance,1.5,1996
58,Non-Traded Sectors,Australia,Consolidated Press Holdings Limited,aquired,AUS,1936,True,401000000000.0,male,Media,True,Kerry Packer,218,North America,relation,media,True,False,inherited,1.8,1996
79,Financial,Singapore,Malayan Banking,new,SGP,1960,True,96400967339.0,male,Real Estate,True,Khoo Teck Puat,97,East Asia,founder,banking,True,False,self-made finance,3.0,1996
-1,Financial,South Korea,,,KOR,0,True,603000000000.0,,Diversified financial,True,Kim Suk-won,359,East Asia,,,True,False,,1.1,1996
-1,Financial,South Korea,Daewoo Group,new,KOR,1967,True,603000000000.0,male,Diversified financial,True,Kim Woo-choong,157,East Asia,founder,textiles,True,True,privatized and resources,2.3,1996
78,Financial,United States,MGM Grand,aquired,USA,1924,True,8100000000000.0,male,Real Estate,True,Kirk Kerkorian,76,North America,investor,real estate,True,False,self-made finance,3.4,1996
48,Traded Sectors,Denmark,Lego,new,DNK,1949,True,188000000000.0,male,Consumer,True,Kjeld Kirk Kristiansen,158,Europe,relation,toys,True,False,inherited,2.3,1996
-1,Traded Sectors,Switzerland,Jacobs Suchard AG,new,CHE,1895,True,330000000000.0,male,Consumer,True,Klaus Jacobs,286,Europe,relation,chocolate and coffee,True,False,inherited,1.4,1996
55,New Sectors,Germany,SAP AG,new,DEU,1972,True,2500000000000.0,male,Technology-Computer,True,Klaus Tschira,245,Europe,founder,software,True,False,founder non-finance,1.6,1996
-1,Financial,South Korea,LG Group,new,KOR,1947,True,603000000000.0,male,Diversified financial,True,Koo Cha-kyung,105,East Asia,relation,electronics,True,False,inherited,2.9,1996
49,Non-Traded Sectors,Thailand,Bank of Ayudhya/Bangkok Broadcasting and Television Company,new,THA,1945,True,182000000000.0,male,Media,True,Krit Ratanarak,287,East Asia,relation,"banking, media",True,True,inherited,1.4,1996
28,Resource Related,India,Aditya Birla Group,new,IND,1857,True,400000000000.0,male,Mining and metals,True,Kumar Birla,175,South Asia,relation,cement,True,False,inherited,2.1,1996
-1,Non-Traded Sectors,Japan,Sankyo,new,JPN,1950,True,4710000000000.0,male,"Retail, Restaurant",True,Kunio Busujima,249,East Asia,founder,pachinko gaming machines,True,False,founder non-finance,1.6,1996
55,Financial,Singapore,Hong Leong Group,new,SGP,1948,True,96400967339.0,male,Diversified financial,True,Kwek Leng Beng,23,East Asia,relation,banking,True,False,inherited,5.7,1996
55,Financial,Japan,Acom,new,JPN,1948,True,4710000000000.0,male,Money Management,True,Kyosuke Kinoshita,91,East Asia,relation,consumer loans,True,False,inherited,3.1,1996
45,Resource Related,India,ArcelorMittal,new,IND,1989,True,400000000000.0,male,Energy,True,Lakshmi Mittal,261,South Asia,founder,steel,True,False,inherited,1.5,1996
-1,Financial,Brazil,SulAmerica Seguros,new,BRA,1895,True,854000000000.0,,Hedge funds,True,Larragoiti family,384,Latin America,,insurance,True,False,inherited,1.0,1996
51,New Sectors,United States,Oracle, new,USA,1977,True,8100000000000.0,male,Technology-Computer,True,Larry Ellison,19,North America,founder, software,True,False,founder non-finance,6.0,1996
85,Resource Related,United States,Standard Oil,new,USA,1870,True,8100000000000.0,male,Mining and metals,True,Laurance Rockefeller,413,North America,relation,oil,True,False,inherited,1.0,1996
-1,Traded Sectors,United States,Loews Corporation,new,USA,1946,True,8100000000000.0,male,Consumer,True,Laurence Tisch,209,North America,founder,retail,True,False,founder non-finance,2.0,1996
39,Resource Related,United States,Sid Richardson Gasoline Co,new,USA,1919,True,8100000000000.0,male,Energy,True,Lee Bass,169,North America,relation,oil,True,False,inherited,2.2,1996
-1,Financial,Hong Kong,Hysan Development,new,HKG,1920,True,160000000000.0,male,Real Estate,True,Lee Hon Chiu,221,East Asia,relation,real estate,True,False,inherited,1.8,1996
-1,New Sectors,South Korea,Samsung,new,KOR,1938,True,603000000000.0,male,Technology-Computer,True,Lee Kun-Hee,37,East Asia,relation,electronics,True,False,inherited,4.9,1996
71,Financial,Singapore,Oversea-Chinese Banking Corporation,new,SGP,1919,True,96400967339.0,male,Money Management,True,Lee Seng Wee,178,East Asia,chairman,banking,True,False,inherited,2.1,1996
68,Financial,Hong Kong,Henderson Land Development,new,HKG,1976,True,160000000000.0,male,Real Estate,True,Lee Shau Kee,4,East Asia,founder/chairman,real estate,True,False,self-made finance,12.7,1996
-1,Non-Traded Sectors,Germany,,,DEU,0,True,2500000000000.0,,"Retail, Restaurant",True,Leibbrand family,326,Europe,,,True,False,,1.2,1996
-1,Financial,Greece,Efploia Shipping,new,GRC,1860,True,147000000000.0,,Money Management,True,Lemos family,94,Europe,,shipping,True,False,inherited,3.0,1996
-1,Non-Traded Sectors,Germany,Kirch Group,new,DEU,1956,True,2500000000000.0,male,Media,True,Leo Kirch,118,Europe,founder,media,True,False,founder non-finance,2.6,1996
-1,Traded Sectors,Brazil,Suzano Papel e Celulose,new,BRA,1939,True,854000000000.0,male,Consumer,True,Leon Feffer,349,Latin America,founder,paper,True,False,founder non-finance,1.1,1996
62,Traded Sectors,United States,Est?Lauder,new,USA,1946,True,8100000000000.0,male,Consumer,True,Leonard Lauder,181,North America,relation,makeup,True,False,inherited,2.1,1996
60,Traded Sectors,Italy,?Luxottica,new,ITA,1961,True,1310000000000.0,male,Consumer,True,Leonardo Del Vecchio,153,Europe,founder,glasses,True,False,founder non-finance,2.3,1996
44,Traded Sectors,United States,Limited Brands,new,USA,1963,True,8100000000000.0,male,Consumer,True,Leslie Wexner,316,North America,founder,clothing,True,False,founder non-finance,1.3,1996
70,Financial,United States,General Dynamics,new,USA,1919,True,8100000000000.0,male,Money Management,True,Lester Crown,204,North America,relation,aerospace and defense,True,False,inherited,2.0,1996
67,Financial,Hong Kong,Cheung king,new,HKG,1971,True,160000000000.0,male,Real Estate,True,Li Ka-shing,7,East Asia,founder,real estate,True,False,self-made finance,10.6,1996
-1,Financial,Indonesia,Salim Group,new,IDN,1952,True,227000000000.0,male,Diversified financial,True,Liem Sioe Liong,46,East Asia,founder,consumer goods,True,False,self-made finance,4.5,1996
73,Traded Sectors,France,L'Oreal,new,FRA,1909,True,1610000000000.0,female,Consumer,True,Liliane Bettencourt,33,Europe,relation,cosmetics,True,False,inherited,5.0,1996
78,Financial,Malaysia,Genting Highlands,new,MYS,1965,True,101000000000.0,male,Diversified financial,True,Lim Goh Tong,114,East Asia,founder,casinos,True,False,self-made finance,2.7,1996
