city,days away,days away/restricted/transfer,division,id,label,major_group,name,second name,state,street,total case rate,year,zip
Utica,3.71,5.57,"Transportation, Communications, Electric, Gas, And Sanitary Services",4212,Local Trucking Without Storage,Motor Freight Transportation And Warehousing,Messina Trucking Incorporated,,MI,6386 Auburn Rd,5.57,2002,48317
CHICAGO,0.0,0.0,Manufacturing,3471,"Electroplating, Plating, Polishing, Anodizing, and Coloring","Fabricated Metal Products, Except Machinery And Transportation Equipment",BERTEAU-LOWELL PLATING WORKS,,IL,2320 W FULLERTON AVE 38,14.82,2002,60647
South Bend,0.0,2.42,Manufacturing,3542,"Machine Tools, Metal Forming Types",Industrial And Commercial Machinery And Computer Equipment,Capitol Technologies (del),,IN,3615 Voorde Dr,3.23,2002,46628
Maumelle,0.99,0.99,Manufacturing,3442,"Metal Doors, Sash, Frames, Molding, and Trim Manufacturing","Fabricated Metal Products, Except Machinery And Transportation Equipment",WINDSOR DOOR INC,,AR,100 MURPHY DR,8.44,2002,72113
WIXOM,0.48,6.12,Manufacturing,3492,Fluid Power Valves and Hose Fittings,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Mac Valves Inc,,MI,30569 BECK RD,8.21,2002,48393
Chicago,0.0,0.0,Manufacturing,2431,Millwork,"Lumber And Wood Products, Except Furniture",Decorators Supply Corp,,IL,3610 S Morgan St Ste 2,0.0,2002,60609
AKRON,5.38,5.38,Manufacturing,3429,"Hardware, Not Elsewhere Classified","Fabricated Metal Products, Except Machinery And Transportation Equipment",THERMO-RITE MFG COMPANY,STAR FIRE DISTRIBUTING,OH,1355 EVANS AVE,16.15,2002,44305
MALVERN,13.55,21.68,Manufacturing,3259,"Structural Clay Products, Not Elsewhere Classified","Stone, Clay, Glass, And Concrete Products",THE CLAY KOPP COMPANY,,OH,3266 CORAL RD NW,24.39,2002,44644
CHICAGO,6.5,6.5,Manufacturing,3651,Household Audio and Video Equipment,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Quam-Nichols Company,,IL,234 E MARQUETTE RD,26.02,2002,60637
SANDUSKY,2.64,5.95,Manufacturing,3321,Gray and Ductile Iron Foundries,Primary Metal Industries,G & C Foundry Company,,OH,2806 W MONROE ST,21.18,2002,44870
ZELIENOPLE,4.87,9.75,Manufacturing,3255,Clay Refractories,"Stone, Clay, Glass, And Concrete Products",Bnz Materials Inc,,PA,191 FRONT ST,11.37,2002,16063
AUBURN,1.62,11.59,Manufacturing,3069,"Fabricated Rubber Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,Cooper-Standard Automotive,Cooper Standard Automotive,IN,207 S WEST ST,15.21,2002,46706
JONESVILLE,6.13,16.88,Manufacturing,3317,Steel Pipe and Tubes,Primary Metal Industries,Jonesville Products Co Inc,,MI,3980 BECK RD,24.55,2002,49250
Virginia Beach,16.56,30.37,Services,8051,Skilled Nursing Care Facilities,Health Services,Sentara Community Care,,VA,665 Newtown Rd,33.13,2002,23462
Clayton,0.0,0.0,Manufacturing,3471,"Electroplating, Plating, Polishing, Anodizing, and Coloring","Fabricated Metal Products, Except Machinery And Transportation Equipment",Anchor Fabricators Inc,,OH,386 Talmadge Rd,13.79,2002,45315
DIXIE,0.0,0.0,Manufacturing,2421,"Sawmills and Planing Mills, General","Lumber And Wood Products, Except Furniture",ELSWICK LUMBER CO INC,,WV,RR 16 BOX BENTREE,0.0,2002,25059
Chicago,3.77,6.28,Manufacturing,2515,"Mattresses, Foundations, and Convertible Beds",Furniture And Fixtures,Milton Johns Company,Spring Air,IL,6201 S Harlem Ave,8.79,2002,60638
Campbell,8.24,13.06,Manufacturing,3354,Aluminum Extruded Products,Primary Metal Industries,Calex Corporation Inc,,OH,2415 Wilson Ave,13.74,2002,44405
Warren,5.7,5.7,Manufacturing,3451,Screw Machine Products,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Fordsell Machine Products Co,,MI,30400 Ryan Rd,5.7,2002,48092
Streetsboro,1.18,1.18,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,Soft-Lite LLC,Soft-Lite Windows,OH,10250 Philipp Pkwy,10.04,2002,44241
Memphis,5.8,6.28,Manufacturing,2421,"Sawmills and Planing Mills, General","Lumber And Wood Products, Except Furniture",Anderson-Tully Veneer LP,,TN,1242 N 2nd St,10.15,2002,38107
RALEIGH,1.81,5.44,Manufacturing,3491,Industrial Valves,"Fabricated Metal Products, Except Machinery And Transportation Equipment",FLOWSERVE,EDWARD VALVE,NC,1900 S SAUNDERS ST,9.06,2002,27603
Toledo,0.0,0.0,Manufacturing,3563,Air and Gas Compressors,Industrial And Commercial Machinery And Computer Equipment,Tolco Corporation,,OH,1920 Linwood Avenue,3.39,2002,43624
LOMBARD,1.82,4.86,Manufacturing,3469,"Metal Stampings, Not Elsewhere Classified","Fabricated Metal Products, Except Machinery And Transportation Equipment",Olson International Ltd,,IL,50 W NORTH AVE,6.07,2002,60148
Chicago,0.0,0.0,Manufacturing,3471,"Electroplating, Plating, Polishing, Anodizing, and Coloring","Fabricated Metal Products, Except Machinery And Transportation Equipment",Clybourn Metal Finishing Co,,IL,2240 N Clybourn Ave,2.35,2002,60614
New Washington,0.0,0.0,Manufacturing,2531,Public Building and Related Furniture,Furniture And Fixtures,C E White Co,,OH,417 N Kibler St,4.52,2002,44854
TIFTON,4.55,23.89,"Transportation, Communications, Electric, Gas, And Sanitary Services",4225,General Warehousing and Storage,Motor Freight Transportation And Warehousing,COMMISSARY OPERATIONS INC,C O I FOODSERVICE DISTRIBUTION,GA,7833 MAGNOLIA INDUSTRIAL,28.44,2002,31794
FAIRFIELD,0.0,0.0,Manufacturing,3469,"Metal Stampings, Not Elsewhere Classified","Fabricated Metal Products, Except Machinery And Transportation Equipment",BRAININ ADVANCE INDUSTRIES,,OH,4348 LE SAINT CT,2.03,2002,45014
DELPHI,3.09,7.73,Manufacturing,3432,Plumbing Fixture Fittings and Trim,"Fabricated Metal Products, Except Machinery And Transportation Equipment",GLOBE VALVE CORPORATION,,IN,1514 W WASHINGTON ST,13.92,2002,46923
OAK LAWN,4.62,8.68,Manufacturing,2752,"Commercial Printing, Lithographic","Printing, Publishing, And Allied Industries",FISHER PRINTING INC,PRINTAB CORP DIV,IL,8640 S OKETO AVE,17.36,2002,60455
YORK,3.07,3.07,Wholesale Trade,5141,"Groceries, General Line",Wholesale Trade-non-durable Goods,Supervalu Inc,Transportation Dept,PA,334 CARLISLE AVE,6.15,2002,17404
PECATONICA,0.0,2.6,Manufacturing,2023,"Dry, Condensed, and Evaporated Dairy Products",Food And Kindred Products,Dean Holding Company,Dean Foods Co,IL,215 W 3 RD ST,10.42,2002,61063
Wheeling,0.0,0.0,Manufacturing,2679,"Converted Paper and Paperboard Products, Not Elsewhere Classified",Paper And Allied Products,Columbia Sales Co,,WV,302 Main St,0.0,2002,26003
WATERFORD,1.12,1.12,Manufacturing,2096,"Potato Chips, Corn Chips, and Similar Snacks",Food And Kindred Products,TROYER POTATO PRODUCTS INC,O K POTATO CHIP COMPANY,PA,810 ROUTE 97,5.6,2002,16441
MONROE,0.98,13.82,Manufacturing,3714,Motor Vehicle Parts and Accessories,Transportation Equipment,VISTEON CORPORATION,VISTEON AUTOMOTIVE SYSTEMS,MI,3200 E ELM AVE,31.4,2002,48162
Chicago,1.47,2.95,Manufacturing,2064,Candy and Other Confectionery Products,Food And Kindred Products,Primrose Candy Co Inc,,IL,4111 W Parker Ave,3.69,2002,60639
NEW BUFFALO,7.29,9.37,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,PLASTIC MASTERS INC,,MI,18300 US HIGHWAY 12,11.45,2002,49117
Davenport,0.0,0.0,Wholesale Trade,5149,"Groceries and Related Products, Not Elsewhere Classified",Wholesale Trade-non-durable Goods,Pepsi-Cola Btlg Co Davenport,Pepsico,IA,3809 N Gaines St,10.82,2002,52806
DAVENPORT,2.92,10.73,Manufacturing,3599,"Industrial and Commercial Machinery and Equipment, Not Elsewhere Classified",Industrial And Commercial Machinery And Computer Equipment,TRI-CITY FABRICATING & WLDG CO,,IA,2395 W WESTLAKE BLVD,11.71,2002,52804
East Moline,1.16,1.16,Manufacturing,3469,"Metal Stampings, Not Elsewhere Classified","Fabricated Metal Products, Except Machinery And Transportation Equipment",East Moline Metal Products Co,,IL,1201 7th St,10.45,2002,61244
CORRY,4.95,16.52,Manufacturing,3469,"Metal Stampings, Not Elsewhere Classified","Fabricated Metal Products, Except Machinery And Transportation Equipment",TONNARD MANUFACTURING CORP,,PA,715 SPRING ST,26.44,2002,16407
MONTPELIER,1.89,6.94,Manufacturing,3429,"Hardware, Not Elsewhere Classified","Fabricated Metal Products, Except Machinery And Transportation Equipment",WINZELER STAMPING CO,,OH,129 W WABASH STREET,11.99,2002,43543
NORTH JUDSON,0.0,0.0,Manufacturing,3585,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment,Industrial And Commercial Machinery And Computer Equipment,THERMO PRODUCTS LLC,,IN,5235 W STATE ROAD 10,14.19,2002,46366
FLORENCE,0.93,3.74,Manufacturing,3585,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment,Industrial And Commercial Machinery And Computer Equipment,KECO INDUSTRIES INC,,KY,7375 INDUSTRIAL RD,7.02,2002,41022
TOLEDO,11.71,14.22,Manufacturing,3316,"Cold-Rolled Steel Sheet, Strip, and Bars",Primary Metal Industries,BARON DRAWN STEEL CORPORATION,,OH,1420 BARON STEEL AVENUE,30.95,2002,43607
MENOMONEE FALLS,2.26,7.11,Manufacturing,2752,"Commercial Printing, Lithographic","Printing, Publishing, And Allied Industries",Arandell Corporation,Arandell Schmidt Div,WI,N82W13118 LEON RD,10.13,2002,53051
MEMPHIS,0.74,6.69,Manufacturing,3715,Truck Trailers,Transportation Equipment,GREAT DANE TRAILER TENNESSEE,,TN,1095 HARBOR AVE,13.39,2002,38106
TUPELO,4.97,6.62,Manufacturing,3273,Ready-Mixed Concrete,"Stone, Clay, Glass, And Concrete Products",B & B CONCRETE COMPANY INC,,MS,130 N INDUSTRIAL RD,6.62,2002,38801
CLEVELAND,5.18,5.18,Manufacturing,3443,Fabricated Plate Work (Boiler Shops),"Fabricated Metal Products, Except Machinery And Transportation Equipment",QUALITY STEEL CORPORATION,,MS,2914 HIGHWAY 61,7.25,2002,38732
INDIANAPOLIS,4.36,10.9,Manufacturing,3452,"Bolts, Nuts, Screws, Rivets, and Washers","Fabricated Metal Products, Except Machinery And Transportation Equipment",THREADED ROD COMPANY INC,,IN,1929 COLUMBIA AVE,21.8,2002,46202
LEBANON,5.43,5.43,Manufacturing,2426,Hardwood Dimension and Flooring Mills,"Lumber And Wood Products, Except Furniture",LEBANON OAK FLOORING CO,,KY,215 TAYLOR AVE,12.67,2002,40033
CLARKSDALE,0.0,0.0,Manufacturing,3542,"Machine Tools, Metal Forming Types",Industrial And Commercial Machinery And Computer Equipment,STANDARD INDUSTRIAL CORP,,MS,1115 HIGHWAY 49 S,6.11,2002,38614
Charlotte,2.27,2.84,Manufacturing,3221,Glass Containers,"Stone, Clay, Glass, And Concrete Products",Owens-Brockway Glass Container,,MI,500 Packard Hwy,7.39,2002,48813
MUSKEGON,8.28,11.04,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,G M I COMPOSITES INC,,MI,1355 W SHERMAN BLVD,19.33,2002,49441
WILLMAR,1.13,13.19,Manufacturing,2015,Poultry Slaughtering and Processing,Food And Kindred Products,Jennie-O Turkey Store Inc,Earl B Olson Farms,MN,2502 WILLIAMS PKWY SW,18.4,2002,56201
SOUTH SAINT PAUL,3.22,3.22,Manufacturing,3491,Industrial Valves,"Fabricated Metal Products, Except Machinery And Transportation Equipment",WATEROUS COMPANY,AFC HYDRANTS DIV,MN,125 HARDMAN AVE S,7.03,2002,55075
DENVER,3.05,7.62,Manufacturing,2752,"Commercial Printing, Lithographic","Printing, Publishing, And Allied Industries",EASTWOOD PRINTING & PUBG CO,,CO,2901 BLAKE ST,7.62,2002,80205
Traverse City,0.0,0.0,Manufacturing,3271,Concrete Block and Brick,"Stone, Clay, Glass, And Concrete Products",Concrete Service Inc,,MI,3742 W Front St,0.0,2002,49684
SAINT CLOUD,1.68,1.68,Manufacturing,3271,Concrete Block and Brick,"Stone, Clay, Glass, And Concrete Products",Amcon Block & Precast Inc,,MN,2211 HIGHWAY 10 S,16.8,2002,56304
JACKSON,0.74,0.74,Manufacturing,2653,Corrugated and Solid Fiber Boxes,Paper And Allied Products,Stone Container Corporation,,MS,1345 FLOWOOD DR,1.48,2002,39232
EL CAJON,3.06,10.46,Manufacturing,3442,"Metal Doors, Sash, Frames, Molding, and Trim Manufacturing","Fabricated Metal Products, Except Machinery And Transportation Equipment",WINDOWMASTER PRODUCTS,,CA,1111 PIONEER WAY,12.51,2002,92020
Mequon,1.82,2.43,Manufacturing,3423,"Hand and Edge Tools, Except Machine Tools and Handsaws","Fabricated Metal Products, Except Machinery And Transportation Equipment",Johnson Level & Tool Mfg Co,,WI,6333 W Donges Bay Rd,3.04,2002,53092
JEFFERSON CITY,2.14,9.3,Manufacturing,3441,Fabricated Structural Metal,"Fabricated Metal Products, Except Machinery And Transportation Equipment",DELONGS INC,,MO,301 DIX RD,20.76,2002,65109
MILWAUKEE,3.54,10.62,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,GENERAL PLASTICS INC,,WI,2609 W MILL RD,10.62,2002,53209
Brockton,5.39,10.79,Manufacturing,2064,Candy and Other Confectionery Products,Food And Kindred Products,Nutramax Products Inc,Cough & Cold Div,MA,170 Oak Hill Way,14.38,2002,2301
NORTH LAS VEGAS,2.62,13.8,Retail Trade,5211,Lumber and Other Building Materials Dealers,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",A C HOUSTON LUMBER COMPANY INC,,NV,2912 E LA MADRE WAY,15.77,2002,89031
MINNEAPOLIS,2.17,8.27,Manufacturing,2677,Envelopes,Paper And Allied Products,MACKAY ENVELOPE LLC,MACKAY PHOTOPAK,MN,2100 ELM ST SE,11.31,2002,55414
MINNEAPOLIS,2.33,3.94,Manufacturing,2752,"Commercial Printing, Lithographic","Printing, Publishing, And Allied Industries",JAPS-OLSON CO,,MN,7500 EXCELSIOR BLVD,6.42,2002,55426
CHICAGO,9.09,14.77,Manufacturing,2653,Corrugated and Solid Fiber Boxes,Paper And Allied Products,CORRUGATED SUPPLIES,,IL,5101 W 65TH ST,27.27,2002,60638
Honesdale,9.7,11.64,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Herzog Trucking Company Inc,,PA,200 Delaware St,13.58,2002,18431
Kansas City,0.0,0.0,Manufacturing,3448,Prefabricated Metal Buildings and Components,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Butler Manufacturing Company,,MO,1540 Genessee St,0.4,2002,64102
LANCASTER,10.55,16.31,Manufacturing,3651,Household Audio and Video Equipment,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",COMMUNICATIONS PRODUCTS CORP,LOUDSPEAKER COMPONENTS DIV,WI,7596 US HIGHWAY 61,20.14,2002,53813
STOUGHTON,3.48,6.96,Manufacturing,2295,"Coated Fabrics, Not Rubberized",Textile Mill Products,UNIROYAL TECHNOLOGY CORP,UNIROYAL ENGINEERED PRODUCTS,WI,501 S WATER ST,18.29,2002,53589
JASPER,2.05,6.67,Manufacturing,2521,Wood Office Furniture,Furniture And Fixtures,JASPER SEATING CO INC,JSI,IN,932 MILL ST,14.38,2002,47546
LA CROSSE,3.37,3.37,Manufacturing,3321,Gray and Ductile Iron Foundries,Primary Metal Industries,TORRANCE CASTING INC,,WI,3131 COMMERCE ST,5.06,2002,54603
MONTGOMERY,3.84,13.94,Manufacturing,3441,Fabricated Structural Metal,"Fabricated Metal Products, Except Machinery And Transportation Equipment",United Steel Products Company,USP Lumber Connectors,MN,703 ROGERS DR,23.55,2002,56069
Chicago,0.62,5.64,Wholesale Trade,5182,Wine and Distilled Alcoholic Beverages,Wholesale Trade-non-durable Goods,Pacific Wine Company,,IL,2701 S Western Ave,6.89,2002,60608
SOUTH BEND,6.22,17.59,Wholesale Trade,5051,Metals Service Centers and Offices,Wholesale Trade-durable Goods,STEEL WAREHOUSE CO INC,,IN,2722 TUCKER DR,18.87,2002,46619
Menomonee Falls,1.52,4.07,Manufacturing,3451,Screw Machine Products,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Herker Industries Inc,Herker Screw Products,WI,N57w13760 Carmen Ave,6.62,2002,53051
MONROE,4.13,4.53,Wholesale Trade,5013,Motor Vehicle Supplies and New Parts,Wholesale Trade-durable Goods,Monroe Truck Equipment Inc,,WI,1051 W 7TH ST,8.27,2002,53566
LAKE GENEVA,6.56,7.87,Manufacturing,3324,Steel Investment Foundries,Primary Metal Industries,Northern Precision Casting Co,,WI,HWY 120 N,11.81,2002,53147
CALION,0.0,3.93,Manufacturing,2426,Hardwood Dimension and Flooring Mills,"Lumber And Wood Products, Except Furniture",CALION LUMBER COMPANY INC,,AR,761 MILL ST,5.25,2002,71724
GREENWOOD,0.0,0.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",4221,Farm Product Warehousing and Storage,Motor Freight Transportation And Warehousing,Farmers Supply Cooperative Ala,Co-Op Tire Service,MS,712-714 HWY 82 BYP,0.0,2002,38930
MANCHESTER,14.08,18.05,Wholesale Trade,5141,"Groceries, General Line",Wholesale Trade-non-durable Goods,ASSOCIATED GROCERS OF NENG,,NH,725 GOLD ST,21.66,2002,3103
Baltimore,3.51,3.51,"Transportation, Communications, Electric, Gas, And Sanitary Services",4214,Local Trucking With Storage,Motor Freight Transportation And Warehousing,Baltimore Storage Company Inc,BALTIMORE MAYFLOWER,MD,2600 N Charles St,14.06,2002,21218
GRIGGSVILLE,2.94,2.94,Manufacturing,3999,"Manufacturing Industries, Not Elsewhere Classified",Miscellaneous Manufacturing Industries,NATURE HOUSE INC,,IL,PURPLE MARTIN JCT,5.88,2002,62340
SHAWNEE MISSION,5.27,5.27,Manufacturing,2677,Envelopes,Paper And Allied Products,Darling Envelope Inc.,,KS,5400 ANTIOCH DR,18.44,2002,66202
Springfield,0.0,0.0,Manufacturing,3271,Concrete Block and Brick,"Stone, Clay, Glass, And Concrete Products",Nattinger Materials Company,,MO,1650 E Atlantic St,4.35,2002,65803
Long Beach,3.01,3.01,"Transportation, Communications, Electric, Gas, And Sanitary Services",4492,Towing and Tugboat Services,Water Transportation,Foss Maritime Company,,CA,35 Pier D Ave,8.18,2002,90802
Fresno,10.45,19.61,Services,8063,Psychiatric Hospitals,Health Services,Beverly Healthcare-California,Beverly,CA,1715 S Cedar Ave,23.53,2002,93702
Sparta,0.0,0.0,Wholesale Trade,5148,Fresh Fruits and Vegetables,Wholesale Trade-non-durable Goods,Jack Brown Produce Inc,,MI,8035 Fruit Ridge Ave NW,0.0,2002,49345
Montpelier,0.74,1.49,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Bryan Truck Line Inc,Bryan Systems,OH,14020 US Highway 20a,2.98,2002,43543
ANTIGO,7.21,11.41,Manufacturing,2421,"Sawmills and Planing Mills, General","Lumber And Wood Products, Except Furniture",KRETZ LUMBER CO INC,,WI,W11143 HWY G,15.02,2002,54409
ROCKFORD,3.16,9.49,Manufacturing,3423,"Hand and Edge Tools, Except Machine Tools and Handsaws","Fabricated Metal Products, Except Machinery And Transportation Equipment",DASCO PRO INC,,IL,340 BLACKHAWK PARK AVE,11.08,2002,61104
Laurel,5.2,5.2,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Cenex Harvest States Coops,Cenex Truck Terminal,MT,1011 Hwy 212 S,15.6,2002,59044
POLSON,6.87,6.87,Manufacturing,2499,"Wood Products, Not Elsewhere Classified","Lumber And Wood Products, Except Furniture",WESTERN BEE SUPPLIES INC,,MT,9th & Main,13.74,2002,59860
BUTLER,1.79,1.79,Manufacturing,3423,"Hand and Edge Tools, Except Machine Tools and Handsaws","Fabricated Metal Products, Except Machinery And Transportation Equipment",UNIVERSAL TOOL & STAMPING CO,DURA AUTOMOTIVE SYSTEMS,IN,100 COMMERCE ST,13.31,2002,46721
MILWAUKEE,6.7,8.05,Manufacturing,3429,"Hardware, Not Elsewhere Classified","Fabricated Metal Products, Except Machinery And Transportation Equipment",E R WAGNER MANUFACTURING CO,HINGES & STAMPINGS,WI,4611 N 32ND ST,10.73,2002,53209
KANSAS CITY,0.0,0.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,LAKE SHORE CARRIER CORP,,MO,215 W PERSHING RD,0.0,2002,64108
ROSEVILLE,0.0,10.48,Manufacturing,3544,"Special Dies and Tools, Die Sets, Jigs and Fixtures, and Industrial Molds",Industrial And Commercial Machinery And Computer Equipment,True Industrial Corporation,True Industries Inc,MI,15300 E 12 MILE RD,10.48,2002,48066
